method,model_size,parameters,seed,prune_amount,max_,original_max,original_max_time_elapsed,solve_time,sol_count,time_limit,first_solution,slurm_array_id
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",14611,50,0.95,-0.0684828490856256,-0.0707399174571037,0.9852406978607178,0.9958615303039552,1,600,0.0838531181216239,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",2002,50,0.995,-0.0556750496068127,-0.0707399174571037,1.2144460678100586,1.2169692516326904,1,600,0.0838531181216239,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",881,50,0.999,-0.0585469976067543,-0.0707399174571037,1.2122540473937988,1.214909315109253,1,600,0.0838531181216239,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",280801,51,0.0,0.012748388189141,0.0127483904361724,235.31542944908145,601.2592177391052,10,600,0.2523902952671051,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",196741,51,0.3,0.0118673372350258,0.0129606276750564,179.28058004379272,600.895884513855,10,600,0.2523902952671051,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",140701,51,0.5,0.0131673741285452,0.012179784476757,89.49071526527405,601.2442116737366,22,600,0.2523902952671051,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",56641,51,0.8,0.0227211946636394,0.0236284844577312,232.5373613834381,601.2286324501038,54,600,0.2523902952671051,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",28621,51,0.9,0.0133442151908689,0.0163017436861991,0.9135208129882812,0.92734956741333,1,600,0.2523902952671051,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",14611,51,0.95,0.0254516091662525,0.0163017436861991,1.0867061614990234,1.0932552814483645,1,600,0.2523902952671051,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",2002,51,0.995,0.0263222586363554,0.0163017436861991,0.865142822265625,0.8679590225219727,1,600,0.2523902952671051,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",881,51,0.999,0.0263222586363554,0.0163017436861991,1.0703325271606443,1.0768508911132812,1,600,0.2523902952671051,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",280801,52,0.0,0.0417975227636759,0.0417975112795829,107.9600794315338,600.921345949173,5,600,0.3627238273620605,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",196741,52,0.3,0.044024756374245,0.0437206029891967,81.40408134460449,601.1285998821259,12,600,0.3627238273620605,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",140701,52,0.5,0.0395461447990119,0.0458284579217433,7.589392185211182,601.0989656448364,42,600,0.3627238273620605,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",56641,52,0.8,0.0325830264204073,0.0400265268981456,39.58327031135559,601.3774952888489,83,600,0.3627238273620605,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",28621,52,0.9,0.0386222692726787,0.0419947728514671,0.901832103729248,0.9059903621673584,1,600,0.3627238273620605,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",14611,52,0.95,0.0228830367239613,0.0419947728514671,1.2958946228027344,1.3068766593933103,1,600,0.3627238273620605,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",2002,52,0.995,0.0106160334335786,0.0419947728514671,1.3531649112701416,1.364652395248413,1,600,0.3627238273620605,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",881,52,0.999,0.0057698278687894,0.0419947728514671,1.9193854331970213,1.9231317043304443,1,600,0.3627238273620605,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",280801,53,0.0,0.0239472324941857,0.0239472333341836,89.56141257286072,601.1481869220734,12,600,0.4164232611656189,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",196741,53,0.3,0.0263521087729435,0.0275120846927166,79.823171377182,600.9203372001648,15,600,0.4164232611656189,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",140701,53,0.5,0.0237707397116453,0.0208373181521892,64.87083983421326,601.2647709846497,28,600,0.4164232611656189,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",56641,53,0.8,0.0263266986410682,0.0300259031355381,40.83772039413452,601.2318825721741,33,600,0.4164232611656189,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",28621,53,0.9,0.0251884395649703,0.0230809319764375,1.2949857711791992,1.2980751991271973,1,600,0.4164232611656189,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",14611,53,0.95,0.0247632410514895,0.0230809319764375,1.7690627574920654,1.7809622287750244,1,600,0.4164232611656189,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",2002,53,0.995,0.0212413296103477,0.0230809319764375,1.9284746646881104,1.9403932094573972,1,600,0.4164232611656189,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",881,53,0.999,0.0212413296103477,0.0230809319764375,1.7773282527923584,1.790361404418945,1,600,0.4164232611656189,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",280801,54,0.0,0.0639126464533643,0.0639126002788543,103.15951561927795,601.3053722381592,12,600,0.3116093873977661,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",196741,54,0.3,0.0649986441823372,0.0624348260462284,88.11329436302185,600.8680665493011,12,600,0.3116093873977661,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",140701,54,0.5,0.0654721543370786,0.0617186725139617,122.60251474380492,601.7922124862671,12,600,0.3116093873977661,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",56641,54,0.8,0.0597672903309323,0.0644084215164184,184.61334800720212,600.9901194572449,6,600,0.3116093873977661,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",28621,54,0.9,0.0564458219756992,0.0626580268144607,1.953108787536621,1.9574544429779053,1,600,0.3116093873977661,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",14611,54,0.95,0.0618065638676092,0.0626580268144607,0.8718163967132568,0.8747501373291016,1,600,0.3116093873977661,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",2002,54,0.995,0.0635954867371276,0.0626580268144607,1.8846549987792969,1.8944339752197263,1,600,0.3116093873977661,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 1]",881,54,0.999,0.0644143772259829,0.0626580268144607,1.7507736682891846,1.7543470859527588,1,600,0.3116093873977661,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",57751,50,0.0,-0.0760056483368649,-0.0760062113404274,4.629365921020508,600.9940123558044,45,600,0.1794787943363189,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",40486,50,0.3,-0.070982896548328,-0.0726996734738349,439.1921956539154,600.6502726078033,365,600,0.1794787943363189,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",28976,50,0.5,-0.0716346546985946,-0.0725269541144371,223.84523177146912,600.7487695217133,308,600,0.1794787943363189,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",11711,50,0.8,-0.0773542094542724,-0.0665282681584358,66.48123812675476,601.7575006484985,142,600,0.1794787943363189,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",5956,50,0.9,-0.0781028731060373,-0.0747703611850738,0.4324812889099121,0.4348182678222656,1,600,0.1794787943363189,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",3079,50,0.95,-0.1003042106944367,-0.0747703611850738,0.300945520401001,0.3032271862030029,1,600,0.1794787943363189,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",489,50,0.995,-0.1268604249615339,-0.0747703611850738,0.5276494026184082,0.5299460887908936,1,600,0.1794787943363189,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",259,50,0.999,-0.1405627429485321,-0.0747703611850738,0.4117710590362549,0.414517879486084,1,600,0.1794787943363189,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",57751,51,0.0,-0.0318582723532234,-0.0318582765758037,466.1040155887604,600.5061483383179,150,600,0.0809524804353714,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",40486,51,0.3,-0.0217451105904646,-0.0214376226067543,538.4947688579559,600.5625817775726,177,600,0.0809524804353714,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",28976,51,0.5,-0.0236313524104084,-0.0111127980053424,477.2155253887177,600.7396395206451,283,600,0.0809524804353714,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",11711,51,0.8,-0.0336506127564827,-0.0316185392439365,201.0557606220245,600.5497179031372,247,600,0.0809524804353714,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",5956,51,0.9,-0.0358545040877209,-0.0319682769477367,0.4058053493499756,0.4085383415222168,1,600,0.0809524804353714,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",3079,51,0.95,-0.0211166060119721,-0.0319682769477367,0.3023784160614013,0.3103337287902832,1,600,0.0809524804353714,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",489,51,0.995,-0.0507038567157543,-0.0319682769477367,0.3757836818695068,0.3789927959442138,1,600,0.0809524804353714,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",259,51,0.999,-0.0414674766361713,-0.0319682769477367,0.3945426940917969,0.3973987102508545,1,600,0.0809524804353714,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",57751,52,0.0,-0.0060892034434496,-0.0060892100445926,520.1937119960785,600.5792934894562,163,600,0.0868701115250587,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",40486,52,0.3,-0.0107480884560655,-0.0108955278992652,383.8250148296356,600.5302431583405,243,600,0.0868701115250587,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",28976,52,0.5,-0.0075269361142737,-0.0063244118355214,384.6352362632752,600.4821796417236,571,600,0.0868701115250587,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",11711,52,0.8,-0.0126469618668518,-0.0168166905641555,0.7718226909637451,600.7918558120728,171,600,0.0868701115250587,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",5956,52,0.9,-0.0122186924855348,-0.0138385202735662,0.3731424808502197,0.3765347003936767,1,600,0.0868701115250587,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",3079,52,0.95,0.0134413508662577,-0.0138385202735662,0.3022646903991699,0.3041281700134277,1,600,0.0868701115250587,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",489,52,0.995,-0.0042021083645522,-0.0138385202735662,0.4245209693908691,0.4302799701690674,1,600,0.0868701115250587,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",259,52,0.999,-0.0042021083645522,-0.0138385202735662,0.4115159511566162,0.4145538806915283,1,600,0.0868701115250587,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",57751,53,0.0,0.0400393130598714,0.0400392860174179,451.2638709545136,600.6002414226532,383,600,0.0118374079465866,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",40486,53,0.3,-0.0141644567136039,-0.0099971815943717,500.45279335975647,600.3262803554535,504,600,0.0118374079465866,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",28976,53,0.5,-0.0295998388756545,-0.03381909430027,264.9686872959137,600.4976916313171,925,600,0.0118374079465866,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",11711,53,0.8,-0.0460895428775782,-0.0504717417061328,596.4174182415009,600.5188949108124,595,600,0.0118374079465866,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",5956,53,0.9,-0.0938482587414992,-0.0921617746353149,0.4701008796691894,0.4726583957672119,1,600,0.0118374079465866,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",3079,53,0.95,-0.0778139818036612,-0.0921617746353149,0.2828090190887451,0.2845468521118164,1,600,0.0118374079465866,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",489,53,0.995,-0.0631615865368453,-0.0921617746353149,0.2846240997314453,0.2876756191253662,1,600,0.0118374079465866,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",259,53,0.999,-0.0734219849109649,-0.0921617746353149,0.5819425582885742,0.5849466323852539,1,600,0.0118374079465866,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",57751,54,0.0,0.2723944038621514,0.2723943889141083,401.1211657524109,600.4028282165527,418,600,0.2661451697349548,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",40486,54,0.3,0.254505145971219,0.2597518563270569,458.9178738594055,600.7364196777344,240,600,0.2661451697349548,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",28976,54,0.5,0.2594200700650238,0.2612573206424713,425.6254184246063,600.5713043212891,397,600,0.2661451697349548,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",11711,54,0.8,0.1779086612752989,0.1900691092014312,585.4823725223541,600.4945130348206,603,600,0.2661451697349548,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",5956,54,0.9,0.1024904058331451,0.0979266241192817,0.6686880588531494,0.6732094287872314,1,600,0.2661451697349548,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",3079,54,0.95,0.1227616443118386,0.0979266241192817,0.6047060489654541,0.6106500625610352,1,600,0.2661451697349548,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",489,54,0.995,0.1086745674670158,0.0979266241192817,0.687744140625,0.6922695636749268,1,600,0.2661451697349548,
no_warm_start_dense_passing,"[1000, 50, 50, 50, 50, 1]",259,54,0.999,0.1084832261445688,0.0979266241192817,0.5901226997375488,0.5931205749511719,1,600,0.2661451697349548,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",130501,50,0.0,0.037654400123061,0.0376544035971164,55.77269864082336,604.6770987510681,4,600,0.0943261533975601,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",91471,50,0.3,0.0419679591272915,0.039276048541069,40.30102491378784,601.3328855037689,83,600,0.0943261533975601,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",65451,50,0.5,0.0434316259557128,0.0415108427405357,33.66554117202759,601.4127128124237,3,600,0.0943261533975601,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",26421,50,0.8,0.0405550960952589,0.0420817360281944,138.9839174747467,601.2507410049438,193,600,0.0943261533975601,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",13411,50,0.9,0.0518206313898181,0.0390168391168117,0.5865533351898193,0.5886497497558594,1,600,0.0943261533975601,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",6906,50,0.95,0.0249819296389665,0.0390168391168117,0.8373217582702637,0.8400824069976807,1,600,0.0943261533975601,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",1051,50,0.995,0.0167577666377061,0.0390168391168117,0.8100728988647461,0.8207530975341797,1,600,0.0943261533975601,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",531,50,0.999,0.0098029986115314,0.0390168391168117,0.8130269050598145,0.8154535293579102,1,600,0.0943261533975601,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",130501,51,0.0,0.1015741943421277,0.1015741974115371,9.851724863052368,600.9033629894257,2,600,0.2318649888038635,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",91471,51,0.3,0.1031804428823266,0.1034059897065162,28.556289196014404,601.0360412597656,10,600,0.2318649888038635,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",65451,51,0.5,0.1015633331729708,0.1020171046257019,7.51772403717041,600.857706785202,18,600,0.2318649888038635,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",26421,51,0.8,0.0994040756028487,0.1009123921394348,342.77060198783875,600.834394454956,32,600,0.2318649888038635,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",13411,51,0.9,0.1056512640933057,0.1013369262218475,0.729886531829834,0.7322990894317627,1,600,0.2318649888038635,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",6906,51,0.95,0.1145203940150057,0.1013369262218475,0.8399066925048828,0.8447229862213135,1,600,0.2318649888038635,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",1051,51,0.995,0.0733256376262887,0.1013369262218475,0.679786205291748,0.684882640838623,1,600,0.2318649888038635,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",531,51,0.999,0.0574095914782435,0.1013369262218475,0.7319643497467041,0.7408101558685303,1,600,0.2318649888038635,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",130501,52,0.0,0.0075832154441299,0.0075832139700651,174.1965253353119,600.7753088474274,60,600,0.1045170873403549,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",91471,52,0.3,0.0051240286921442,0.0044043771922588,458.152163028717,601.0431609153748,62,600,0.1045170873403549,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",65451,52,0.5,-inf,-inf,,600.9485144615173,0,600,0.1045170873403549,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",26421,52,0.8,0.006646869663598,0.0054667852818965,6.262402057647705,600.794148683548,301,600,0.1045170873403549,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",13411,52,0.9,0.0209513573427185,0.0017805155366659,0.7336792945861816,0.7363278865814209,1,600,0.1045170873403549,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",6906,52,0.95,0.0412035417162323,0.0017805155366659,0.6942989826202393,0.7038159370422363,1,600,0.1045170873403549,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",1051,52,0.995,0.0202823741709106,0.0017805155366659,0.9121196269989014,2.353809118270874,2,600,0.1045170873403549,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",531,52,0.999,0.0262991228137545,0.0017805155366659,0.8042283058166504,1.5298738479614258,2,600,0.1045170873403549,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",130501,53,0.0,-0.1057133648160659,-0.1057133823633194,38.00646448135376,601.0893878936768,53,600,0.0198813304305076,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",91471,53,0.3,-0.0967701125818599,-0.0979145318269729,32.84403681755066,601.239013671875,34,600,0.0198813304305076,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",65451,53,0.5,-0.1027743835488696,-0.1051659286022186,24.35794758796692,600.7540431022644,15,600,0.0198813304305076,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",26421,53,0.8,-0.0888943208757093,-0.1033400893211364,26.463083505630493,600.8428919315338,180,600,0.0198813304305076,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",13411,53,0.9,-0.07611664969694,-0.102373719215393,0.5702900886535645,0.5761442184448242,1,600,0.0198813304305076,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",6906,53,0.95,-0.0610187143579337,-0.102373719215393,0.8605761528015137,0.8634941577911377,1,600,0.0198813304305076,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",1051,53,0.995,-0.0528484703917855,-0.102373719215393,0.5606982707977295,1.0773217678070068,2,600,0.0198813304305076,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",531,53,0.999,-0.0470019578933715,-0.102373719215393,0.5835022926330566,0.5854978561401367,1,600,0.0198813304305076,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",130501,54,0.0,0.1117065691599128,0.1117065697908401,42.41277289390564,600.6229302883148,52,600,0.2783718407154083,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",91471,54,0.3,0.112328109223869,0.112787552177906,8.275168657302856,601.241289138794,10,600,0.2783718407154083,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",65451,54,0.5,-inf,-inf,,600.8000597953796,0,600,0.2783718407154083,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",26421,54,0.8,0.1111279537713259,0.1178476512432098,278.94276690483093,600.6168565750122,183,600,0.2783718407154083,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",13411,54,0.9,0.1040121620807669,0.1116188168525695,1.257958173751831,1.270270586013794,1,600,0.2783718407154083,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",6906,54,0.95,0.0862711937149143,0.1116188168525695,1.1907057762145996,1.1943323612213137,1,600,0.2783718407154083,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",1051,54,0.995,0.0731761381030082,0.1116188168525695,1.2920985221862793,1.3036084175109863,1,600,0.2783718407154083,
no_warm_start_dense_passing,"[1000, 100, 100, 100, 100, 1]",531,54,0.999,0.0731761381030082,0.1116188168525695,1.177483081817627,1.181760549545288,1,600,0.2783718407154083,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",321001,50,0.0,-0.0062846820915295,-0.006284681148827,246.62142372131348,603.2331817150116,2,600,0.0474319234490394,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",224941,50,0.3,-0.0034933481977639,-0.0056524658575654,200.0396649837494,602.6644465923309,8,600,0.0474319234490394,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",160901,50,0.5,-inf,-inf,,603.0207962989807,0,600,0.0474319234490394,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",64841,50,0.8,-0.0027744009694868,-0.0059654703363776,2.439027070999145,2.445546865463257,1,600,0.0474319234490394,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",32821,50,0.9,0.0099343633413873,-0.0059654703363776,2.35679030418396,2.3603289127349854,1,600,0.0474319234490394,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",16811,50,0.95,0.0177814802676915,-0.0059654703363776,1.1651592254638672,1.1676678657531738,1,600,0.0474319234490394,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",2402,50,0.995,0.0140070421621203,-0.0059654703363776,1.6079092025756836,1.6107795238494873,1,600,0.0474319234490394,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",1121,50,0.999,0.0140070421621203,-0.0059654703363776,1.6159052848815918,1.6188411712646484,1,600,0.0474319234490394,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",321001,51,0.0,0.0775863466757565,0.0775863453745842,140.33377289772034,601.6723568439484,2,600,0.111912578344345,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",224941,51,0.3,0.0732601985436688,0.0726821422576904,176.70227575302124,602.4716668128967,4,600,0.111912578344345,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",160901,51,0.5,0.0774864930415522,0.0781082361936569,368.3604550361633,601.2328588962555,11,600,0.111912578344345,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",64841,51,0.8,0.0757029416326037,0.0771670192480087,1.8068842887878416,1.8202261924743648,1,600,0.111912578344345,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",32821,51,0.9,0.0803433669863527,0.0771670192480087,1.652526617050171,1.656259059906006,1,600,0.111912578344345,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",16811,51,0.95,0.0726325509914378,0.0771670192480087,1.6356244087219238,1.6388065814971924,1,600,0.111912578344345,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",2402,51,0.995,0.0656818428958246,0.0771670192480087,1.6306641101837158,1.6419527530670166,1,600,0.111912578344345,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",1121,51,0.999,0.0646616976922596,0.0771670192480087,1.404829502105713,1.4080615043640137,1,600,0.111912578344345,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",321001,52,0.0,0.0416561253823601,0.0416561253368854,3.9653167724609375,601.4367837905884,5,600,0.1206566169857978,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",224941,52,0.3,0.0376014178227294,0.0382280871272087,314.2524244785309,601.679500579834,3,600,0.1206566169857978,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",160901,52,0.5,-inf,-inf,,601.899605512619,0,600,0.1206566169857978,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",64841,52,0.8,0.0473651655992998,0.0411163568496704,1.7268056869506836,1.7302942276000977,1,600,0.1206566169857978,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",32821,52,0.9,0.048919457645,0.0411163568496704,1.178955316543579,1.1817703247070312,1,600,0.1206566169857978,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",16811,52,0.95,0.0566633190912263,0.0411163568496704,1.417489528656006,1.4201419353485107,1,600,0.1206566169857978,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",2402,52,0.995,0.0556197930105895,0.0411163568496704,1.6217191219329834,1.6249606609344482,1,600,0.1206566169857978,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",1121,52,0.999,0.0544376373291015,0.0411163568496704,1.1491210460662842,1.1577186584472656,1,600,0.1206566169857978,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",321001,53,0.0,-0.0900917807710628,-0.0900917798280716,71.600754737854,601.4423093795776,8,600,0.018494538962841,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",224941,53,0.3,-0.0880373144768926,-0.0882590636610984,138.85387873649597,601.6900627613068,4,600,0.018494538962841,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",160901,53,0.5,-inf,-inf,,601.2597737312317,0,600,0.018494538962841,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",64841,53,0.8,-0.0870886836207467,-0.08873051404953,1.4928526878356934,1.4975132942199707,1,600,0.018494538962841,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",32821,53,0.9,-0.0650031558470513,-0.08873051404953,1.72951340675354,1.735579013824463,1,600,0.018494538962841,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",16811,53,0.95,-0.0581968788141891,-0.08873051404953,1.1868057250976562,1.1989803314208984,1,600,0.018494538962841,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",2402,53,0.995,-0.0623892373147384,-0.08873051404953,1.6173243522644043,1.6200976371765137,1,600,0.018494538962841,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",1121,53,0.999,-0.0664700670396335,-0.08873051404953,1.4263536930084229,1.4386732578277588,1,600,0.018494538962841,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",321001,54,0.0,-inf,-inf,,602.2786803245544,0,600,0.1407157778739929,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",224941,54,0.3,-inf,-inf,,601.394855260849,0,600,0.1407157778739929,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",160901,54,0.5,0.0003100422686057,0.0106790317222476,140.18213820457458,602.2524738311768,5,600,0.1407157778739929,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",64841,54,0.8,-0.0057572495625449,0.0013785255141556,1.722156047821045,1.725646734237671,1,600,0.1407157778739929,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",32821,54,0.9,-0.0060236868066743,0.0013785255141556,1.322749137878418,1.3335702419281006,1,600,0.1407157778739929,
no_warm_start_dense_passing,"[1000, 200, 200, 200, 200, 1]",16811,54,0.95,0.0019490473357549,0.0013785255141556,1.880439281463623,1.8946616649627688,1,600,0.1407157778739929,
