method,model_size,parameters,seed,prune_amount,max_,original_max,original_max_time_elapsed,solve_time,sol_count,time_limit,first_solution,slurm_array_id
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",28471,53,0.3,-0.0221926282157268,-0.0122961569577455,591.2762832641602,601.3471786975861,34,600,0.0292765349149703,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",20451,53,0.5,-0.0234351215695136,-0.012463891878724,247.3677508831024,601.2251935005188,36,600,0.0292765349149703,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",8421,53,0.8,0.0108479244185618,-0.0051962360739707,1.3446571826934814,600.8318800926208,1094,600,0.0292765349149703,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",4411,53,0.9,0.0103699630966754,-0.006243648007512,55.5844292640686,600.8500287532806,699,600,0.0292765349149703,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",2406,53,0.95,0.0104251507437338,0.0168625507503747,61.69950413703919,619.3716735839844,34811,600,0.0292765349149703,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",601,53,0.995,0.0128264427185058,-0.0124021079391241,1.1921589374542236,2.19948673248291,2,600,0.0292765349149703,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",441,53,0.999,0.0128264427185058,-0.0108336042612791,0.8258559703826904,0.8274703025817871,1,600,0.0292765349149703,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",40501,54,0.0,-0.0360274258470454,-0.0360274277627468,2.5497000217437744,600.6291661262512,54,600,-0.0078535005450248,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",28471,54,0.3,-0.0400292136747769,-0.0358184203505516,360.0583348274231,601.5342195034027,51,600,-0.0078535005450248,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",20451,54,0.5,-0.0404177990303055,-0.0334425903856754,23.43983125686645,601.8803544044495,48,600,-0.0078535005450248,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",8421,54,0.8,-0.0508934058840126,-0.0337624624371528,274.5169649124145,600.6733424663544,80,600,-0.0078535005450248,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",4411,54,0.9,-0.0449658760162251,-0.0250420495867729,245.15435910224917,600.7996141910553,449,600,-0.0078535005450248,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",2406,54,0.95,-0.06397641000132,-0.0087447352707386,256.8960695266724,608.6017413139343,72266,600,-0.0078535005450248,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",601,54,0.995,-0.063610928144542,-0.0351501628756523,0.8232166767120361,1.5710043907165527,1,600,-0.0078535005450248,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 1]",441,54,0.999,-0.0542322061955928,-0.035573836416006,0.9088976383209229,0.910686731338501,1,600,-0.0078535005450248,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",141001,50,0.0,0.0183876375286908,0.0183876380324363,316.8417103290558,603.3680055141449,1,600,0.0294041372835636,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",98941,50,0.3,-inf,-inf,,601.9661376476288,0,600,0.0294041372835636,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",70901,50,0.5,0.0186805038740204,0.0216320157051086,437.51204895973206,601.8393964767456,19,600,0.0294041372835636,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",28841,50,0.8,0.0209916776423719,0.020143125206232,5.235203981399536,601.3699886798859,47,600,0.0294041372835636,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",14821,50,0.9,0.0186300876710773,0.0190675817430019,26.79588913917541,601.9296157360077,52,600,0.0294041372835636,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",7811,50,0.95,0.0085806604474782,0.0197284743189811,2.553746461868286,2.6110126972198486,4,600,0.0294041372835636,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",1502,50,0.995,0.0085806604474782,0.0177524834871292,1.6332998275756836,2.851979255676269,1,600,0.0294041372835636,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",941,50,0.999,0.0085806604474782,0.0116896592080593,1.1244726181030271,1.8230698108673096,2,600,0.0294041372835636,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",141001,51,0.0,-inf,-inf,,601.177383184433,0,600,-0.0445719584822654,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",98941,51,0.3,-0.0762602985889563,-0.0732366070151329,8.246462345123291,601.8514068126678,3,600,-0.0445719584822654,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",70901,51,0.5,-0.0771034277320214,-0.0731029137969017,8.726736068725586,602.0290749073029,8,600,-0.0445719584822654,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",28841,51,0.8,-0.0787811436024263,-0.0728129222989082,64.39377164840698,601.5244615077972,35,600,-0.0445719584822654,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",14821,51,0.9,-0.0737993215283223,-0.0716569125652313,34.96847677230835,602.5816836357117,105,600,-0.0445719584822654,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",7811,51,0.95,-0.0737469176080435,-0.0727393999695777,1.704303503036499,2.6184864044189453,2,600,-0.0445719584822654,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",1502,51,0.995,-0.0635329708456993,-0.0734715685248375,1.6382856369018557,2.098010540008545,1,600,-0.0445719584822654,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",941,51,0.999,-0.0635329708456993,-0.0795328095555305,1.7224628925323486,3.01155161857605,2,600,-0.0445719584822654,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",141001,52,0.0,-inf,-inf,,602.0512323379517,0,600,0.0900813043117523,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",98941,52,0.3,0.0543784001722145,0.0536047965288162,7.245053768157959,601.7644712924957,3,600,0.0900813043117523,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",70901,52,0.5,0.0546807879217044,0.0544969290494918,7.344671249389648,603.5074262619019,3,600,0.0900813043117523,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",28841,52,0.8,0.0179310112829791,0.0600661784410476,72.03051948547363,602.4476592540741,28,600,0.0900813043117523,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",14821,52,0.9,0.0240204914916177,0.0633763968944549,452.7885274887085,601.2453711032867,106,600,0.0900813043117523,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",7811,52,0.95,0.0267514661236137,0.0758608430624008,268.4703207015991,604.671703338623,24381,600,0.0900813043117523,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",1502,52,0.995,0.0429852455854415,0.0514921657741069,2.346510887145996,2.964860439300537,1,600,0.0900813043117523,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",941,52,0.999,0.0429852455854415,0.0645364969968795,1.1270971298217771,2.630484104156494,2,600,0.0900813043117523,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",141001,53,0.0,-0.0486833038838881,-0.0486833043396472,278.3932626247406,602.0438640117645,4,600,-0.0218572001904249,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",98941,53,0.3,-inf,-inf,,602.1599013805389,0,600,-0.0218572001904249,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",70901,53,0.5,-0.039697368958202,-0.0505383163690567,117.24780201911926,602.990443944931,24,600,-0.0218572001904249,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",28841,53,0.8,-0.0393380947491699,-0.049854826182127,167.96676993370056,601.4379394054413,50,600,-0.0218572001904249,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",14821,53,0.9,-0.0481022451589147,-0.0492704361677169,564.8559429645538,603.0405447483063,52,600,-0.0218572001904249,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",7811,53,0.95,-0.0458742827177047,-0.0485554710030555,2.216103792190552,3.1828179359436035,5,600,-0.0218572001904249,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",1502,53,0.995,-0.0458742827177047,-0.0451934337615966,1.755056619644165,2.192765951156616,1,600,-0.0218572001904249,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",941,53,0.999,-0.0458742827177047,-0.0510442294180393,1.087388277053833,2.4228341579437256,2,600,-0.0218572001904249,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",141001,54,0.0,-inf,-inf,,601.9677731990814,0,600,0.0200449991971254,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",98941,54,0.3,-inf,-inf,,602.1172015666962,0,600,0.0200449991971254,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",70901,54,0.5,-inf,-inf,,602.1220676898956,0,600,0.0200449991971254,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",28841,54,0.8,0.0035358085605028,0.0017128121107816,40.99763822555542,601.5860068798065,20,600,0.0200449991971254,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",14821,54,0.9,0.007697598960525,-0.0013798046857118,196.43430852890012,601.6666262149811,74,600,0.0200449991971254,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",7811,54,0.95,0.0051497284125946,0.0008804996032267,1.2614684104919434,2.2775979042053223,1,600,0.0200449991971254,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",1502,54,0.995,0.0045959115959703,0.0013766600750386,1.6502504348754885,2.9987404346466064,1,600,0.0200449991971254,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 1]",941,54,0.999,0.0045959115959703,-0.0003921794705092,1.137286901473999,2.4414255619049072,3,600,0.0200449991971254,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",15301,50,0.0,0.061440999768598,0.0614406280219554,14.17742657661438,600.9030566215515,41,600,0.0670898258686065,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",10786,50,0.3,0.0676947453507454,0.0623896680772304,590.5787000656128,600.8288209438324,726,600,0.0670898258686065,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",7776,50,0.5,0.075371440981029,0.0642825365066528,395.8039276599884,600.5649836063385,2696,600,0.0670898258686065,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",3261,50,0.8,0.0682608800110731,0.0621269047260284,2.7014100551605225,3.039407253265381,65,600,0.0670898258686065,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",1756,50,0.9,0.0696787458766895,0.060988325625658,0.3754494190216064,0.3773927688598633,1,600,0.0670898258686065,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",1003,50,0.95,0.0458170322256223,0.060988325625658,0.3672707080841064,0.3685057163238525,1,600,0.0670898258686065,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",326,50,0.995,0.0566622242331504,0.060988325625658,0.3723378181457519,0.3734879493713379,1,600,0.0670898258686065,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",266,50,0.999,0.0566622242331504,0.060988325625658,0.3718149662017822,0.3739855289459228,1,600,0.0670898258686065,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",15301,51,0.0,-0.0460188124044806,-0.0460188090801239,478.0101668834686,600.7221817970276,43,600,-0.0302505791187286,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",10786,51,0.3,-0.047429045226878,-0.0394832864403724,572.5209410190582,600.6568944454193,84,600,-0.0302505791187286,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",7776,51,0.5,-0.0593060821139774,-0.0425257049500942,492.7400772571564,600.5012347698212,406,600,-0.0302505791187286,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",3261,51,0.8,-0.0983161293809251,-0.0469208657741546,0.4733185768127441,1.3891613483428955,1,600,-0.0302505791187286,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",1756,51,0.9,-0.0921211626430011,-0.0470614358782768,0.4550807476043701,0.4567680358886719,1,600,-0.0302505791187286,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",1003,51,0.95,-0.0930301398038864,-0.0470614358782768,0.4538230895996094,0.4553160667419433,1,600,-0.0302505791187286,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",326,51,0.995,-0.0930301398038864,-0.0470614358782768,0.7373764514923096,0.7399513721466064,1,600,-0.0302505791187286,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",266,51,0.999,-0.0930301398038864,-0.0470614358782768,0.4554903507232666,0.4576871395111084,1,600,-0.0302505791187286,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",15301,52,0.0,-0.1211079061722904,-0.1211079061031341,492.4151055812836,600.4698944091797,32,600,-0.1152735948562622,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",10786,52,0.3,-0.1201856859735282,-0.1179571375250816,174.42113971710205,600.6263813972473,148,600,-0.1152735948562622,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",7776,52,0.5,-0.1282963637758346,-0.1213820949196815,369.7911198139191,600.9909975528717,955,600,-0.1152735948562622,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",3261,52,0.8,-0.126741983987242,-0.123926542699337,2.200582981109619,2.257429599761963,57,600,-0.1152735948562622,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",1756,52,0.9,-0.122133219398163,-0.1263648122549057,0.4477128982543945,0.449578046798706,1,600,-0.1152735948562622,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",1003,52,0.95,-0.1245375440418629,-0.1263648122549057,0.5279715061187744,0.5300877094268799,1,600,-0.1152735948562622,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",326,52,0.995,-0.1335627227214887,-0.1263648122549057,0.5285053253173828,0.5306634902954102,1,600,-0.1152735948562622,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",266,52,0.999,-0.1351809501647949,-0.1263648122549057,0.4492549896240234,0.4507894515991211,1,600,-0.1152735948562622,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",15301,53,0.0,-0.0698994982866548,-0.0698994994163513,595.7423419952393,600.607179403305,95,600,-0.0580068826675415,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",10786,53,0.3,-0.0707418806068578,-0.0701607540249824,369.80649614334106,600.487673997879,1372,600,-0.0580068826675415,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",7776,53,0.5,-0.0749412806442442,-0.0674281045794487,327.4118814468384,600.6245300769806,2375,600,-0.0580068826675415,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",3261,53,0.8,-0.0976457196568416,-0.0730164349079132,0.4018483161926269,1.773428440093994,3,600,-0.0580068826675415,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",1756,53,0.9,-0.1139787445754471,-0.0730051919817924,0.8163495063781738,0.8184490203857422,1,600,-0.0580068826675415,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",1003,53,0.95,-0.0950272156482252,-0.0730051919817924,0.7427959442138672,0.7455527782440186,1,600,-0.0580068826675415,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",326,53,0.995,-0.1045505404472351,-0.0730051919817924,0.3671343326568603,0.3693249225616455,1,600,-0.0580068826675415,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",266,53,0.999,-0.1045505404472351,-0.0730051919817924,0.7261390686035156,0.7292439937591553,1,600,-0.0580068826675415,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",15301,54,0.0,0.0796919660523726,0.079691968858242,550.4365890026093,600.9068186283112,132,600,0.0824947953224182,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",10786,54,0.3,0.0868203874558194,0.0872520878911018,600.4175794124603,600.4778127670288,106,600,0.0824947953224182,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",7776,54,0.5,0.0601082626788509,0.0821801647543907,519.509495973587,600.5620186328888,492,600,0.0824947953224182,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",3261,54,0.8,0.0569067465758476,0.0788752809166908,0.8504981994628906,1.712383270263672,2,600,0.0824947953224182,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",1756,54,0.9,0.0470693310670041,0.0790203884243965,0.5748608112335205,0.5764169692993164,1,600,0.0824947953224182,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",1003,54,0.95,0.0676029250025749,0.0790203884243965,0.7831540107727051,0.7850251197814941,1,600,0.0824947953224182,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",326,54,0.995,0.0676029250025749,0.0790203884243965,0.5189573764801025,1.296458721160889,2,600,0.0824947953224182,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 50, 1]",266,54,0.999,0.0676029250025749,0.0790203884243965,0.3489699363708496,1.4621717929840088,2,600,0.0824947953224182,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",50601,50,0.0,0.1206814791721015,0.1206812709569931,57.335960149765015,601.3766696453094,12,600,0.1234842985868454,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",35571,50,0.3,0.1145043546229831,0.1191911548376083,4.653895378112793,601.8404750823975,51,600,0.1234842985868454,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",25551,50,0.5,0.1130244877931359,0.1198746263980865,263.38996744155884,601.0396907329559,162,600,0.1234842985868454,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",10521,50,0.8,0.0968428514211096,0.1197210401296615,23.340386390686035,601.0237572193146,77,600,0.1234842985868454,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",5511,50,0.9,0.0830814862419047,0.122527502477169,305.0428557395935,601.6390864849091,542,600,0.1234842985868454,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",3006,50,0.95,0.0737622096797832,0.1254061162471771,208.19282054901123,605.9247539043427,86357,600,0.1234842985868454,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",751,50,0.995,0.0719972178339958,0.1212559342384338,0.7147691249847412,1.8540194034576416,1,600,0.1234842985868454,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",551,50,0.999,0.0719972178339958,0.1209669858217239,1.0141324996948242,1.0163695812225342,1,600,0.1234842985868454,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",50601,51,0.0,-0.0279477896100535,-0.0279479641467332,378.3426110744476,601.3586626052856,23,600,-0.0162399969995021,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",35571,51,0.3,-0.0258289297311542,-0.0282756201922893,3.649733304977417,601.3139343261719,33,600,-0.0162399969995021,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",25551,51,0.5,-0.0255088191809871,-0.0272290147840976,313.01163816452026,600.7375667095184,216,600,-0.0162399969995021,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",10521,51,0.8,-0.0008106957427328,-0.0278994161635637,2.349522829055786,601.2785904407501,31,600,-0.0162399969995021,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",5511,51,0.9,0.0196800698868239,-0.0244665704667568,275.464563369751,601.0978827476501,797,600,-0.0162399969995021,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",3006,51,0.95,0.0062584031252423,-0.0176759026944637,153.72956609725952,603.4504196643829,65710,600,-0.0162399969995021,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",751,51,0.995,-0.0014913798077031,-0.0271804444491863,0.8902769088745117,1.5913007259368896,3,600,-0.0162399969995021,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",551,51,0.999,-0.0014913798077031,-0.0277540665119886,1.4483747482299805,1.4506957530975342,1,600,-0.0162399969995021,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",50601,52,0.0,0.0312713146561113,0.0312713161110878,49.23313784599304,601.0512907505035,8,600,0.0363374277949333,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",35571,52,0.3,-inf,-inf,,601.1654326915741,0,600,0.0363374277949333,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",25551,52,0.5,0.024213429727191,0.0330096110701561,124.66062498092651,600.9124648571014,279,600,0.0363374277949333,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",10521,52,0.8,0.035875018186437,0.0335453674197196,306.1162989139557,601.0790586471558,261,600,0.0363374277949333,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",5511,52,0.9,0.0235454223453194,0.0356878638267517,229.4882130622864,601.5630896091461,503,600,0.0363374277949333,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",3006,52,0.95,0.0176911900761167,0.0364298857748508,150.82415533065796,605.6287887096405,37732,600,0.0363374277949333,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",751,52,0.995,0.0212782975286245,0.0318623036146163,0.7153971195220947,1.4827685356140137,2,600,0.0363374277949333,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",551,52,0.999,0.0212782975286245,0.032463751733303,1.0220122337341309,1.8557994365692136,1,600,0.0363374277949333,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",50601,53,0.0,-inf,-inf,,601.0147233009338,0,600,-0.0188651122152805,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",35571,53,0.3,-inf,-inf,,601.1759700775146,0,600,-0.0188651122152805,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",25551,53,0.5,-0.0351034887467053,-0.0217220373451709,3.2231462001800537,601.1629164218903,34,600,-0.0188651122152805,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",10521,53,0.8,-0.0303728550666432,-0.0210105627775192,4.374242067337036,601.232901096344,60,600,-0.0188651122152805,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",5511,53,0.9,-0.0356819045016299,-0.021655423566699,68.32316136360168,601.9435255527496,660,600,-0.0188651122152805,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",3006,53,0.95,-0.0317331092962044,-0.0185219813138246,236.5226581096649,604.8313155174255,84953,600,-0.0188651122152805,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",751,53,0.995,-0.0313972985127038,-0.0216647703200578,1.4652695655822754,2.714617967605591,2,600,-0.0188651122152805,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",551,53,0.999,-0.0388422608375549,-0.0223071277141571,0.6922733783721924,0.6941745281219482,1,600,-0.0188651122152805,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",50601,54,0.0,-inf,-inf,,601.5650463104248,0,600,0.0038440988864749,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",35571,54,0.3,-0.0152622209189344,-0.0115283159539103,42.62584519386292,600.7312612533569,51,600,0.0038440988864749,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",25551,54,0.5,-0.0144974007822544,-0.0118546532467007,2.773460865020752,600.9048652648926,54,600,0.0038440988864749,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",10521,54,0.8,-0.0030153644837986,-0.0126018580049276,5.654982805252075,601.1095097064972,102,600,0.0038440988864749,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",5511,54,0.9,0.0068104756824595,-0.0103162629529833,53.12794327735901,600.8274416923523,347,600,0.0038440988864749,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",3006,54,0.95,0.0122794305611466,-0.0019903893116861,96.52127027511597,605.3430235385895,48256,600,0.0038440988864749,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",751,54,0.995,0.0003486752684693,-0.0112237446010112,0.90409255027771,1.2140276432037354,1,600,0.0038440988864749,
no_warm_start_dense_passing,"[100, 100, 100, 100, 100, 100, 1]",551,54,0.999,0.0003486752684693,-0.011852596886456,0.8868494033813477,0.8892486095428467,1,600,0.0038440988864749,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",181201,50,0.0,-inf,-inf,,602.6872231960297,0,600,-0.0220006164163351,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",127141,50,0.3,-inf,-inf,,602.1921410560608,0,600,-0.0220006164163351,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",91101,50,0.5,-inf,-inf,,601.7917714118958,0,600,-0.0220006164163351,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",37041,50,0.8,-0.0310353369444515,-0.026869872584939,385.36639070510864,602.363648891449,9,600,-0.0220006164163351,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",19021,50,0.9,-0.0396192878406917,-0.0250597205013036,3.5103681087493896,601.8830699920654,82,600,-0.0220006164163351,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",10011,50,0.95,-0.0445004907217136,-0.0194205194711685,39.202754974365234,603.9187264442444,1666,600,-0.0220006164163351,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",1902,50,0.995,-0.0444340929388999,-0.0252600535750389,2.9571239948272705,4.123295307159424,1,600,-0.0220006164163351,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",1181,50,0.999,-0.0444340929388999,-0.0275042504072189,3.152115821838379,3.842820644378662,1,600,-0.0220006164163351,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",181201,51,0.0,-inf,-inf,,602.9908607006073,0,600,0.0492133572697639,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",127141,51,0.3,-inf,-inf,,601.7411119937897,0,600,0.0492133572697639,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",91101,51,0.5,-inf,-inf,,602.0131731033325,0,600,0.0492133572697639,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",37041,51,0.8,-inf,-inf,,603.3331727981567,0,600,0.0492133572697639,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",19021,51,0.9,0.050318778532635,0.0436553247272968,267.97261595726013,602.5346391201019,55,600,0.0492133572697639,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",10011,51,0.95,0.0298108988410308,0.0472332388162612,28.928353548049927,69.28509092330933,5184,600,0.0492133572697639,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",1902,51,0.995,0.0312577076256275,0.0407571122050285,3.161612272262573,4.054635286331177,1,600,0.0492133572697639,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",1181,51,0.999,0.0312577076256275,0.0409975722432136,1.445896863937378,2.2032532691955566,3,600,0.0492133572697639,
no_warm_start_dense_passing,"[100, 200, 200, 200, 200, 200, 1]",181201,52,0.0,-inf,-inf,,603.5761251449585,0,600,0.0175472311675548,
