Model Name,Data Seed,Training Seed,Input Size,Number of Layers,Layers Size,CallBack Type,Prune Time,Total Params,Params Details,Accuracy,MostNegative,TimeFirstNegative
unstructured_finetune_0.95,20,22,28,4,32,NonCallBack,201.7579836845398,1562,"[1255, 51, 51, 51, 16]",0.8894,-4.636478900909424,0.17450904846191406
unstructured_nonfinetune_0.3,20,22,28,4,32,NonCallBack,1.9326918125152588,20070,"[17561, 716, 716, 716, 223]",0.9548,-13.501968383789062,197.62711787223816
unstructured_nonfinetune_0.5,20,22,28,4,32,NonCallBack,2.0294060707092285,14379,"[12544, 512, 512, 512, 161]",0.9393,-12.464361190795898,1.6796860694885254
unstructured_nonfinetune_0.8,20,22,28,4,32,NonCallBack,1.7932541370391846,5835,"[5018, 205, 205, 205, 64]",0.3512,-9.30415153503418,1.7642490863800049
unstructured_nonfinetune_0.9,20,22,28,4,32,NonCallBack,1.926422357559204,2985,"[2509, 102, 102, 102, 32]",0.1476,-11.237414360046387,0.8077549934387207
unstructured_nonfinetune_0.95,20,22,28,4,32,NonCallBack,1.8960027694702148,1562,"[1255, 51, 51, 51, 16]",0.0982,3.2808480262756348,
structured_finetune_0.3,20,22,28,4,32,NonCallBack,200.23552083969116,19722,"[17248, 704, 704, 704, 224]",0.7843,-9.68791675567627,96.85589098930359
structured_finetune_0.5,20,22,28,4,32,NonCallBack,203.97426795959473,14378,"[12544, 512, 512, 512, 160]",0.587,-15.892997741699219,1.1692988872528076
structured_finetune_0.8,20,22,28,4,32,NonCallBack,207.3548514842987,6362,"[5488, 224, 224, 224, 64]",0.3029,1.153947114944458,
structured_finetune_0.9,20,22,28,4,32,NonCallBack,201.32363367080688,2810,"[2352, 96, 96, 96, 32]",0.2025,2.671400785446167,
structured_finetune_0.95,20,22,28,4,32,NonCallBack,200.72326683998108,1930,"[1568, 64, 64, 64, 32]",0.2096,1.2568172216415405,
structured_nonfinetune_0.3,20,22,28,4,32,NonCallBack,1.8275983333587646,19722,"[17248, 704, 704, 704, 224]",0.5346,-13.280399322509766,2.5984179973602295
structured_nonfinetune_0.5,20,22,28,4,32,NonCallBack,1.8574376106262207,14378,"[12544, 512, 512, 512, 160]",0.2835,0.9041880369186401,0.02647686004638672
structured_nonfinetune_0.8,20,22,28,4,32,NonCallBack,1.974555253982544,6362,"[5488, 224, 224, 224, 64]",0.103,-2.318842649459839,0.09054112434387207
structured_nonfinetune_0.9,20,22,28,4,32,NonCallBack,1.9379193782806396,2810,"[2352, 96, 96, 96, 32]",0.1011,-0.505527138710022,0.01088404655456543
structured_nonfinetune_0.95,20,22,28,4,32,NonCallBack,1.90981125831604,1930,"[1568, 64, 64, 64, 32]",0.1028,-1.0123095512390137,0.01042795181274414
random_unstructured_finetune_0.3,20,22,28,4,32,NonCallBack,203.70584845542908,20070,"[17561, 716, 716, 716, 223]",0.9592,-10.261710166931152,1.4780561923980713
random_unstructured_finetune_0.5,20,22,28,4,32,NonCallBack,201.8797791004181,14379,"[12544, 512, 512, 512, 161]",0.9409,-9.002324104309082,1.2689728736877441
random_unstructured_finetune_0.8,20,22,28,4,32,NonCallBack,202.08742666244507,5835,"[5018, 205, 205, 205, 64]",0.4457,-4.806588172912598,0.8359889984130859
random_unstructured_finetune_0.9,20,22,28,4,32,NonCallBack,199.23336243629456,2985,"[2509, 102, 102, 102, 32]",0.1135,-0.7425189018249512,0.08055615425109863
random_unstructured_finetune_0.95,20,22,28,4,32,NonCallBack,209.77810716629028,1562,"[1255, 51, 51, 51, 16]",0.1135,-0.026906251907348633,0.03194689750671387
random_unstructured_nonfinetune_0.3,20,22,28,4,32,NonCallBack,1.9609529972076416,20070,"[17561, 716, 716, 716, 223]",0.3793,-6.943717002868652,2.3611979484558105
random_unstructured_nonfinetune_0.5,20,22,28,4,32,NonCallBack,2.0220742225646973,14379,"[12544, 512, 512, 512, 161]",0.2382,-1.6007187366485596,150.75386691093445
random_unstructured_nonfinetune_0.8,20,22,28,4,32,NonCallBack,1.9779348373413086,5835,"[5018, 205, 205, 205, 64]",0.0982,-6.905559539794922,16.359742164611816
random_unstructured_nonfinetune_0.9,20,22,28,4,32,NonCallBack,1.9839069843292236,2985,"[2509, 102, 102, 102, 32]",0.0982,1.0480067729949951,
random_unstructured_nonfinetune_0.95,20,22,28,4,32,NonCallBack,1.984891653060913,1562,"[1255, 51, 51, 51, 16]",0.0982,0.5709598064422607,0.0330049991607666
random_structured_finetune_0.3,20,22,28,4,32,NonCallBack,208.95513772964478,19722,"[17248, 704, 704, 704, 224]",0.7785,-14.110697746276855,76.33678102493286
random_structured_finetune_0.5,20,22,28,4,32,NonCallBack,210.2752480506897,14378,"[12544, 512, 512, 512, 160]",0.578,2.3097047805786133,
random_structured_finetune_0.8,20,22,28,4,32,NonCallBack,209.37668371200562,6362,"[5488, 224, 224, 224, 64]",0.3018,-2.8178791999816895,0.021233081817626953
random_structured_finetune_0.9,20,22,28,4,32,NonCallBack,200.4778892993927,2810,"[2352, 96, 96, 96, 32]",0.1135,1.7293751239776611,
random_structured_finetune_0.95,20,22,28,4,32,NonCallBack,201.51598477363586,1930,"[1568, 64, 64, 64, 32]",0.1135,2.063178062438965,
random_structured_nonfinetune_0.3,20,22,28,4,32,NonCallBack,2.0084822177886963,19722,"[17248, 704, 704, 704, 224]",0.2433,-12.963663101196289,1.7428028583526611
random_structured_nonfinetune_0.5,20,22,28,4,32,NonCallBack,2.0254952907562256,14378,"[12544, 512, 512, 512, 160]",0.1558,-8.162787437438965,59.252925157547
random_structured_nonfinetune_0.8,20,22,28,4,32,NonCallBack,1.9628398418426514,6362,"[5488, 224, 224, 224, 64]",0.1035,-8.111644744873047,5.570842027664185
random_structured_nonfinetune_0.9,20,22,28,4,32,NonCallBack,1.9944958686828613,2810,"[2352, 96, 96, 96, 32]",0.0982,-0.28891587257385254,0.011996984481811523
random_structured_nonfinetune_0.95,20,22,28,4,32,NonCallBack,2.0838239192962646,1930,"[1568, 64, 64, 64, 32]",0.1009,3.446621894836426,
dense,20,22,28,4,64,NonCallBack,0,63370,"[50176, 4096, 4096, 4096, 640]",0.9633,1.2398916482925415,
unstructured_finetune_0.3,20,22,28,4,64,NonCallBack,205.80569314956665,44438,"[35123, 2867, 2867, 2867, 448]",0.9773,2.7905402183532715,
unstructured_finetune_0.5,20,22,28,4,64,NonCallBack,208.23154497146606,31817,"[25088, 2048, 2048, 2048, 319]",0.9773,3.033618211746216,
unstructured_finetune_0.8,20,22,28,4,64,NonCallBack,202.3921685218811,12889,"[10035, 820, 820, 820, 128]",0.9736,-7.933086395263672,2.283870220184326
unstructured_finetune_0.9,20,22,28,4,64,NonCallBack,201.5381259918213,6574,"[5017, 409, 409, 409, 64]",0.9645,-6.292003154754639,1.7981340885162354
unstructured_finetune_0.95,20,22,28,4,64,NonCallBack,202.539057970047,3422,"[2509, 205, 205, 205, 32]",0.9475,-7.439785003662109,1.3078711032867432
unstructured_nonfinetune_0.3,20,22,28,4,64,NonCallBack,1.8405814170837402,44438,"[35123, 2867, 2867, 2867, 448]",0.963,-1.4086768627166748,9.184916019439697
unstructured_nonfinetune_0.5,20,22,28,4,64,NonCallBack,1.8554942607879639,31817,"[25088, 2048, 2048, 2048, 319]",0.9588,-0.9952365159988403,5.952128171920776
unstructured_nonfinetune_0.8,20,22,28,4,64,NonCallBack,1.853071928024292,12889,"[10035, 820, 820, 820, 128]",0.5931,-10.016138076782227,2.45403790473938
unstructured_nonfinetune_0.9,20,22,28,4,64,NonCallBack,1.9131507873535156,6574,"[5017, 409, 409, 409, 64]",0.2162,-5.11356258392334,71.62665510177612
unstructured_nonfinetune_0.95,20,22,28,4,64,NonCallBack,1.8698484897613525,3422,"[2509, 205, 205, 205, 32]",0.1185,-8.587838172912598,0.330549955368042
structured_finetune_0.3,20,22,28,4,64,NonCallBack,202.35794591903687,44634,"[35280, 2880, 2880, 2880, 448]",0.7831,0.4895561933517456,0.12617111206054688
structured_finetune_0.5,20,22,28,4,64,NonCallBack,201.71293830871582,31818,"[25088, 2048, 2048, 2048, 320]",0.5856,3.8752448558807373,
structured_finetune_0.8,20,22,28,4,64,NonCallBack,202.69466924667358,12106,"[9408, 768, 768, 768, 128]",0.3017,-0.017328619956970215,0.02652597427368164
structured_finetune_0.9,20,22,28,4,64,NonCallBack,201.46430778503418,6186,"[4704, 384, 384, 384, 64]",0.2106,1.2677509784698486,
structured_finetune_0.95,20,22,28,4,64,NonCallBack,207.5993583202362,3258,"[2352, 192, 192, 192, 64]",0.2103,-0.8748043775558472,0.019905805587768555
structured_nonfinetune_0.3,20,22,28,4,64,NonCallBack,1.854945421218872,44634,"[35280, 2880, 2880, 2880, 448]",0.6422,0.6449508666992188,0.0703120231628418
structured_nonfinetune_0.5,20,22,28,4,64,NonCallBack,1.785161018371582,31818,"[25088, 2048, 2048, 2048, 320]",0.4397,3.5067999362945557,
structured_nonfinetune_0.8,20,22,28,4,64,NonCallBack,1.777712345123291,12106,"[9408, 768, 768, 768, 128]",0.0983,4.191613674163818,
structured_nonfinetune_0.9,20,22,28,4,64,NonCallBack,1.8811225891113281,6186,"[4704, 384, 384, 384, 64]",0.0974,0.9401943683624268,10.635228872299194
structured_nonfinetune_0.95,20,22,28,4,64,NonCallBack,1.8888592720031738,3258,"[2352, 192, 192, 192, 64]",0.0973,3.0158419609069824,
random_unstructured_finetune_0.3,20,22,28,4,64,NonCallBack,210.3838233947754,44438,"[35123, 2867, 2867, 2867, 448]",0.9696,2.5974225997924805,
random_unstructured_finetune_0.5,20,22,28,4,64,NonCallBack,209.7544596195221,31817,"[25088, 2048, 2048, 2048, 319]",0.9607,-8.785785675048828,32.32980489730835
random_unstructured_finetune_0.8,20,22,28,4,64,NonCallBack,203.25721502304077,12889,"[10035, 820, 820, 820, 128]",0.3334,-1.9519729614257812,92.43954586982727
random_unstructured_finetune_0.9,20,22,28,4,64,NonCallBack,204.6916196346283,6574,"[5017, 409, 409, 409, 64]",0.1135,-1.0151681900024414,1.4732961654663086
random_unstructured_finetune_0.95,20,22,28,4,64,NonCallBack,208.58105444908142,3422,"[2509, 205, 205, 205, 32]",0.1135,0.7376738786697388,11.164415121078491
random_unstructured_nonfinetune_0.3,20,22,28,4,64,NonCallBack,1.9546101093292236,44438,"[35123, 2867, 2867, 2867, 448]",0.832,0.678128719329834,6.221368074417114
random_unstructured_nonfinetune_0.5,20,22,28,4,64,NonCallBack,1.9541599750518799,31817,"[25088, 2048, 2048, 2048, 319]",0.6441,2.0638375282287598,
random_unstructured_nonfinetune_0.8,20,22,28,4,64,NonCallBack,1.9849815368652344,12889,"[10035, 820, 820, 820, 128]",0.0974,2.081407308578491,
random_unstructured_nonfinetune_0.9,20,22,28,4,64,NonCallBack,2.0026566982269287,6574,"[5017, 409, 409, 409, 64]",0.0974,3.4125587940216064,
random_unstructured_nonfinetune_0.95,20,22,28,4,64,NonCallBack,1.9957678318023682,3422,"[2509, 205, 205, 205, 32]",0.0974,4.931673526763916,
random_structured_finetune_0.3,20,22,28,4,64,NonCallBack,204.83703637123108,44634,"[35280, 2880, 2880, 2880, 448]",0.7864,2.075733184814453,
random_structured_finetune_0.5,20,22,28,4,64,NonCallBack,204.9399139881134,31818,"[25088, 2048, 2048, 2048, 320]",0.5782,-2.8206353187561035,2.085263967514038
random_structured_finetune_0.8,20,22,28,4,64,NonCallBack,200.31558895111084,12106,"[9408, 768, 768, 768, 128]",0.3015,0.1760503053665161,0.032440900802612305
random_structured_finetune_0.9,20,22,28,4,64,NonCallBack,210.7101845741272,6186,"[4704, 384, 384, 384, 64]",0.1135,-7.470639228820801,0.15909194946289062
random_structured_finetune_0.95,20,22,28,4,64,NonCallBack,203.52011442184448,3258,"[2352, 192, 192, 192, 64]",0.1135,1.0061548948287964,
random_structured_nonfinetune_0.3,20,22,28,4,64,NonCallBack,1.997861623764038,44634,"[35280, 2880, 2880, 2880, 448]",0.5487,-9.595911026000977,0.08935689926147461
random_structured_nonfinetune_0.5,20,22,28,4,64,NonCallBack,1.9752793312072754,31818,"[25088, 2048, 2048, 2048, 320]",0.2443,-0.7473735809326172,0.06963181495666504
random_structured_nonfinetune_0.8,20,22,28,4,64,NonCallBack,1.9883794784545898,12106,"[9408, 768, 768, 768, 128]",0.0974,3.0171561241149902,
random_structured_nonfinetune_0.9,20,22,28,4,64,NonCallBack,2.068087339401245,6186,"[4704, 384, 384, 384, 64]",0.0974,3.4335250854492188,
random_structured_nonfinetune_0.95,20,22,28,4,64,NonCallBack,1.917360544204712,3258,"[2352, 192, 192, 192, 64]",0.0974,3.829658031463623,
dense,20,22,18,2,32,NonCallBack,0,11786,"[10368, 1024, 320]",0.955,-24.508773803710938,0.836158037185669
unstructured_finetune_0.3,20,22,18,2,32,NonCallBack,182.04812026023865,8270,"[7257, 716, 223]",0.9609,-29.12726593017578,0.6783239841461182
unstructured_finetune_0.5,20,22,18,2,32,NonCallBack,180.9627594947815,5931,"[5184, 512, 161]",0.9606,-28.12360191345215,0.35634899139404297
unstructured_finetune_0.8,20,22,18,2,32,NonCallBack,181.2576220035553,2417,"[2074, 205, 64]",0.946,-11.503005027770996,0.18749713897705078
unstructured_finetune_0.9,20,22,18,2,32,NonCallBack,181.30761647224426,1245,"[1037, 102, 32]",0.9226,-11.04885482788086,0.04165196418762207
unstructured_finetune_0.95,20,22,18,2,32,NonCallBack,180.01016235351562,660,"[519, 51, 16]",0.7575,-6.438282012939453,0.008996963500976562
unstructured_nonfinetune_0.3,20,22,18,2,32,NonCallBack,1.8565278053283691,8270,"[7257, 716, 223]",0.9515,-18.20170021057129,0.7117187976837158
unstructured_nonfinetune_0.5,20,22,18,2,32,NonCallBack,1.9150550365447998,5931,"[5184, 512, 161]",0.9151,-17.533679962158203,0.4321870803833008
unstructured_nonfinetune_0.8,20,22,18,2,32,NonCallBack,1.832519769668579,2417,"[2074, 205, 64]",0.5567,-9.643209457397461,0.10765409469604492
unstructured_nonfinetune_0.9,20,22,18,2,32,NonCallBack,1.827099323272705,1245,"[1037, 102, 32]",0.1878,-7.818652153015137,0.04409503936767578
unstructured_nonfinetune_0.95,20,22,18,2,32,NonCallBack,1.9722063541412354,660,"[519, 51, 16]",0.1004,-2.920846462249756,0.012900829315185547
structured_finetune_0.3,20,22,18,2,32,NonCallBack,181.5173144340515,8130,"[7128, 704, 224]",0.7604,-0.30517578125,0.03016495704650879
structured_finetune_0.5,20,22,18,2,32,NonCallBack,181.85985231399536,5930,"[5184, 512, 160]",0.5758,1.0516853332519531,
structured_finetune_0.8,20,22,18,2,32,NonCallBack,180.81523633003235,2630,"[2268, 224, 64]",0.2912,-0.2504994869232178,0.007508993148803711
structured_finetune_0.9,20,22,18,2,32,NonCallBack,180.8089816570282,1174,"[972, 96, 32]",0.2073,1.354697346687317,
structured_finetune_0.95,20,22,18,2,32,NonCallBack,183.68111515045166,818,"[648, 64, 32]",0.207,0.8228839635848999,0.0053920745849609375
structured_nonfinetune_0.3,20,22,18,2,32,NonCallBack,1.8145110607147217,8130,"[7128, 704, 224]",0.496,-21.185688018798828,0.09080886840820312
structured_nonfinetune_0.5,20,22,18,2,32,NonCallBack,1.9149706363677979,5930,"[5184, 512, 160]",0.2324,-17.385583877563477,0.01159214973449707
structured_nonfinetune_0.8,20,22,18,2,32,NonCallBack,1.8229072093963623,2630,"[2268, 224, 64]",0.1841,-21.79902458190918,0.03552508354187012
structured_nonfinetune_0.9,20,22,18,2,32,NonCallBack,1.8260622024536133,1174,"[972, 96, 32]",0.1394,-6.513323783874512,0.0061838626861572266
structured_nonfinetune_0.95,20,22,18,2,32,NonCallBack,1.8876564502716064,818,"[648, 64, 32]",0.0861,0.03978395462036133,0.005415916442871094
random_unstructured_finetune_0.3,20,22,18,2,32,NonCallBack,182.49492621421814,8270,"[7257, 716, 223]",0.949,-22.261920928955078,0.29862189292907715
random_unstructured_finetune_0.5,20,22,18,2,32,NonCallBack,185.96126747131348,5931,"[5184, 512, 161]",0.9289,-12.720975875854492,0.27182722091674805
random_unstructured_finetune_0.8,20,22,18,2,32,NonCallBack,184.40920543670654,2417,"[2074, 205, 64]",0.8271,-8.11012077331543,0.0794370174407959
random_unstructured_finetune_0.9,20,22,18,2,32,NonCallBack,184.36882877349854,1245,"[1037, 102, 32]",0.4936,-7.223663330078125,0.03776407241821289
random_unstructured_finetune_0.95,20,22,18,2,32,NonCallBack,182.48873901367188,660,"[519, 51, 16]",0.1781,-5.379303455352783,0.008295059204101562
random_unstructured_nonfinetune_0.3,20,22,18,2,32,NonCallBack,1.9590089321136475,8270,"[7257, 716, 223]",0.5391,-16.499595642089844,0.49732494354248047
random_unstructured_nonfinetune_0.5,20,22,18,2,32,NonCallBack,2.1056711673736572,5931,"[5184, 512, 161]",0.3739,-14.05183219909668,0.20482683181762695
random_unstructured_nonfinetune_0.8,20,22,18,2,32,NonCallBack,1.9518775939941406,2417,"[2074, 205, 64]",0.1281,-3.8315653800964355,0.013885021209716797
random_unstructured_nonfinetune_0.9,20,22,18,2,32,NonCallBack,1.9430906772613525,1245,"[1037, 102, 32]",0.1135,-1.5787644386291504,0.012345075607299805
random_unstructured_nonfinetune_0.95,20,22,18,2,32,NonCallBack,2.072577714920044,660,"[519, 51, 16]",0.1136,-1.5251209735870361,0.023176193237304688
random_structured_finetune_0.3,20,22,18,2,32,NonCallBack,184.24846482276917,8130,"[7128, 704, 224]",0.7601,1.0717711448669434,
random_structured_finetune_0.5,20,22,18,2,32,NonCallBack,185.31193614006042,5930,"[5184, 512, 160]",0.5669,1.0926470756530762,
random_structured_finetune_0.8,20,22,18,2,32,NonCallBack,185.60226559638977,2630,"[2268, 224, 64]",0.2842,1.4656437635421753,
random_structured_finetune_0.9,20,22,18,2,32,NonCallBack,185.09521412849426,1174,"[972, 96, 32]",0.2105,0.915972113609314,0.0061872005462646484
random_structured_finetune_0.95,20,22,18,2,32,NonCallBack,185.93912172317505,818,"[648, 64, 32]",0.2098,1.5067238807678223,
random_structured_nonfinetune_0.3,20,22,18,2,32,NonCallBack,1.9609887599945068,8130,"[7128, 704, 224]",0.5473,-19.94148826599121,0.20784211158752441
random_structured_nonfinetune_0.5,20,22,18,2,32,NonCallBack,2.004042387008667,5930,"[5184, 512, 160]",0.2442,-30.89376449584961,0.01162099838256836
random_structured_nonfinetune_0.8,20,22,18,2,32,NonCallBack,2.066612720489502,2630,"[2268, 224, 64]",0.0923,3.0728280544281006,
random_structured_nonfinetune_0.9,20,22,18,2,32,NonCallBack,1.9895164966583252,1174,"[972, 96, 32]",0.124,1.600953221321106,
random_structured_nonfinetune_0.95,20,22,18,2,32,NonCallBack,2.030238389968872,818,"[648, 64, 32]",0.1135,0.7511143088340759,0.004951953887939453
dense,20,22,18,2,64,NonCallBack,0,25610,"[20736, 4096, 640]",0.9589,-19.909996032714844,0.2999591827392578
unstructured_finetune_0.3,20,22,18,2,64,NonCallBack,181.427472114563,17968,"[14515, 2867, 448]",0.9701,-21.03200340270996,3.1185381412506104
unstructured_finetune_0.5,20,22,18,2,64,NonCallBack,181.9272656440735,12873,"[10368, 2048, 319]",0.9692,-26.07164764404297,1.65519380569458
unstructured_finetune_0.8,20,22,18,2,64,NonCallBack,181.32482767105103,5233,"[4147, 820, 128]",0.9619,-18.732006072998047,0.4321880340576172
unstructured_finetune_0.9,20,22,18,2,64,NonCallBack,185.63009309768677,2685,"[2074, 409, 64]",0.9454,-25.22814178466797,0.1533370018005371
unstructured_finetune_0.95,20,22,18,2,64,NonCallBack,186.8380160331726,1411,"[1036, 205, 32]",0.9192,-19.117103576660156,0.06845808029174805
unstructured_nonfinetune_0.3,20,22,18,2,64,NonCallBack,1.8936939239501953,17968,"[14515, 2867, 448]",0.9584,-26.368370056152344,0.3947482109069824
unstructured_nonfinetune_0.5,20,22,18,2,64,NonCallBack,1.9520304203033447,12873,"[10368, 2048, 319]",0.9494,-26.087627410888672,0.3286318778991699
unstructured_nonfinetune_0.8,20,22,18,2,64,NonCallBack,1.9127745628356934,5233,"[4147, 820, 128]",0.7642,-9.002204895019531,0.8221950531005859
unstructured_nonfinetune_0.9,20,22,18,2,64,NonCallBack,1.822159767150879,2685,"[2074, 409, 64]",0.3971,-3.3946762084960938,0.08942484855651855
unstructured_nonfinetune_0.95,20,22,18,2,64,NonCallBack,1.8602964878082275,1411,"[1036, 205, 32]",0.1789,0.8710302114486694,0.055891990661621094
structured_finetune_0.3,20,22,18,2,64,NonCallBack,180.79374504089355,18046,"[14580, 2880, 448]",0.7733,-25.97133445739746,1.7271699905395508
structured_finetune_0.5,20,22,18,2,64,NonCallBack,182.26252508163452,12874,"[10368, 2048, 320]",0.5787,-25.516250610351562,0.8586199283599854
structured_finetune_0.8,20,22,18,2,64,NonCallBack,181.46724224090576,4922,"[3888, 768, 128]",0.298,1.8179720640182495,
structured_finetune_0.9,20,22,18,2,64,NonCallBack,180.7365264892578,2530,"[1944, 384, 64]",0.1975,-0.9080708026885986,0.008757829666137695
structured_finetune_0.95,20,22,18,2,64,NonCallBack,182.20368146896362,1366,"[972, 192, 64]",0.1969,1.7033298015594482,
structured_nonfinetune_0.3,20,22,18,2,64,NonCallBack,1.829395055770874,18046,"[14580, 2880, 448]",0.6775,-28.68537712097168,1.699695110321045
structured_nonfinetune_0.5,20,22,18,2,64,NonCallBack,1.8123223781585693,12874,"[10368, 2048, 320]",0.4733,-27.293731689453125,0.18777799606323242
structured_nonfinetune_0.8,20,22,18,2,64,NonCallBack,1.8360435962677002,4922,"[3888, 768, 128]",0.0953,-12.10311222076416,0.010339975357055664
structured_nonfinetune_0.9,20,22,18,2,64,NonCallBack,1.9107682704925537,2530,"[1944, 384, 64]",0.0892,-9.734561920166016,0.008568048477172852
structured_nonfinetune_0.95,20,22,18,2,64,NonCallBack,1.8649001121520996,1366,"[972, 192, 64]",0.0892,2.8445234298706055,
random_unstructured_finetune_0.3,20,22,18,2,64,NonCallBack,181.8406000137329,17968,"[14515, 2867, 448]",0.9607,-21.05754280090332,0.9154820442199707
random_unstructured_finetune_0.5,20,22,18,2,64,NonCallBack,185.9792513847351,12873,"[10368, 2048, 319]",0.9432,-17.059146881103516,0.5735371112823486
random_unstructured_finetune_0.8,20,22,18,2,64,NonCallBack,184.60864305496216,5233,"[4147, 820, 128]",0.8515,-12.301465034484863,0.1455700397491455
random_unstructured_finetune_0.9,20,22,18,2,64,NonCallBack,184.5510437488556,2685,"[2074, 409, 64]",0.5364,-7.534233093261719,0.09147810935974121
random_unstructured_finetune_0.95,20,22,18,2,64,NonCallBack,196.32191443443298,1411,"[1036, 205, 32]",0.2727,-0.7690366506576538,0.044888973236083984
random_unstructured_nonfinetune_0.3,20,22,18,2,64,NonCallBack,1.993818759918213,17968,"[14515, 2867, 448]",0.8031,-18.932125091552734,0.9868850708007812
random_unstructured_nonfinetune_0.5,20,22,18,2,64,NonCallBack,1.9732472896575928,12873,"[10368, 2048, 319]",0.6395,-20.69573211669922,1.1236019134521484
random_unstructured_nonfinetune_0.8,20,22,18,2,64,NonCallBack,1.9645586013793945,5233,"[4147, 820, 128]",0.1794,-3.261795997619629,0.3801279067993164
random_unstructured_nonfinetune_0.9,20,22,18,2,64,NonCallBack,2.001797676086426,2685,"[2074, 409, 64]",0.1148,2.1842732429504395,
random_unstructured_nonfinetune_0.95,20,22,18,2,64,NonCallBack,1.9816596508026123,1411,"[1036, 205, 32]",0.0892,-0.5745640993118286,0.038899898529052734
random_structured_finetune_0.3,20,22,18,2,64,NonCallBack,185.05825543403625,18046,"[14580, 2880, 448]",0.7709,-7.453091621398926,0.6326911449432373
random_structured_finetune_0.5,20,22,18,2,64,NonCallBack,184.72453999519348,12874,"[10368, 2048, 320]",0.5771,-22.493505477905273,0.3966519832611084
random_structured_finetune_0.8,20,22,18,2,64,NonCallBack,186.87062668800354,4922,"[3888, 768, 128]",0.2847,-0.4521791934967041,0.012060165405273438
random_structured_finetune_0.9,20,22,18,2,64,NonCallBack,181.52012085914612,2530,"[1944, 384, 64]",0.2069,2.886714458465576,
random_structured_finetune_0.95,20,22,18,2,64,NonCallBack,183.66612815856934,1366,"[972, 192, 64]",0.2058,0.9632687568664551,0.005856990814208984
random_structured_nonfinetune_0.3,20,22,18,2,64,NonCallBack,1.992724895477295,18046,"[14580, 2880, 448]",0.6228,-9.04510498046875,0.6894638538360596
random_structured_nonfinetune_0.5,20,22,18,2,64,NonCallBack,2.0637121200561523,12874,"[10368, 2048, 320]",0.2372,-14.465930938720703,0.4372560977935791
random_structured_nonfinetune_0.8,20,22,18,2,64,NonCallBack,2.108342409133911,4922,"[3888, 768, 128]",0.0888,3.043489933013916,
random_structured_nonfinetune_0.9,20,22,18,2,64,NonCallBack,1.9787299633026123,2530,"[1944, 384, 64]",0.0892,4.266628265380859,
random_structured_nonfinetune_0.95,20,22,18,2,64,NonCallBack,2.007631778717041,1366,"[972, 192, 64]",0.0892,2.4371249675750732,
dense,20,22,18,4,32,NonCallBack,0,13898,"[10368, 1024, 1024, 1024, 320]",0.9545,-22.85453987121582,4.752640962600708
unstructured_finetune_0.3,20,22,18,4,32,NonCallBack,201.18960785865784,9766,"[7257, 716, 716, 716, 223]",0.9638,-22.125354766845703,3.251152992248535
unstructured_finetune_0.5,20,22,18,4,32,NonCallBack,200.602370262146,7019,"[5184, 512, 512, 512, 161]",0.9622,-21.774145126342773,2.800795793533325
unstructured_finetune_0.8,20,22,18,4,32,NonCallBack,205.49209070205688,2891,"[2074, 205, 205, 205, 64]",0.9543,-19.645837783813477,0.9116029739379883
unstructured_finetune_0.9,20,22,18,4,32,NonCallBack,200.5859978199005,1513,"[1037, 102, 102, 102, 32]",0.9368,-18.619911193847656,0.33054089546203613
unstructured_finetune_0.95,20,22,18,4,32,NonCallBack,200.59309220314026,826,"[519, 51, 51, 51, 16]",0.8857,-18.617734909057617,0.010988950729370117
unstructured_nonfinetune_0.3,20,22,18,4,32,NonCallBack,1.965622901916504,9766,"[7257, 716, 716, 716, 223]",0.9524,-22.929580688476562,3.9310028553009033
unstructured_nonfinetune_0.5,20,22,18,4,32,NonCallBack,1.8424615859985352,7019,"[5184, 512, 512, 512, 161]",0.9198,-15.894224166870117,2.4652838706970215
unstructured_nonfinetune_0.8,20,22,18,4,32,NonCallBack,1.9536783695220947,2891,"[2074, 205, 205, 205, 64]",0.4048,-14.031753540039062,1.00876784324646
unstructured_nonfinetune_0.9,20,22,18,4,32,NonCallBack,1.8566014766693115,1513,"[1037, 102, 102, 102, 32]",0.1821,-18.088420867919922,0.20630788803100586
unstructured_nonfinetune_0.95,20,22,18,4,32,NonCallBack,1.8389348983764648,826,"[519, 51, 51, 51, 16]",0.1098,-1.1623530387878418,0.010931015014648438
structured_finetune_0.3,20,22,18,4,32,NonCallBack,200.26978588104248,9602,"[7128, 704, 704, 704, 224]",0.7727,-16.924169540405273,59.468595027923584
structured_finetune_0.5,20,22,18,4,32,NonCallBack,205.61368370056152,7018,"[5184, 512, 512, 512, 160]",0.578,-0.3295257091522217,0.01470494270324707
structured_finetune_0.8,20,22,18,4,32,NonCallBack,201.03765869140625,3142,"[2268, 224, 224, 224, 64]",0.3061,-1.8268132209777832,0.0116729736328125
structured_finetune_0.9,20,22,18,4,32,NonCallBack,206.34404635429382,1430,"[972, 96, 96, 96, 32]",0.2089,1.3571405410766602,
structured_finetune_0.95,20,22,18,4,32,NonCallBack,201.48022174835205,1010,"[648, 64, 64, 64, 32]",0.1811,1.2576292753219604,
structured_nonfinetune_0.3,20,22,18,4,32,NonCallBack,1.8874742984771729,9602,"[7128, 704, 704, 704, 224]",0.5393,-21.343671798706055,42.04367995262146
structured_nonfinetune_0.5,20,22,18,4,32,NonCallBack,1.8321866989135742,7018,"[5184, 512, 512, 512, 160]",0.1875,-22.268600463867188,0.01439976692199707
