Model Name,Data Seed,Training Seed,Input Size,Number of Layers,Layers Size,CallBack Type,Prune Time,Total Params,Params Details,Accuracy,MostNegative,TimeFirstNegative
random_structured_finetune_0.9,40,42,28,4,32,NonCallBack,208.24190402030945,2810,"[2352, 96, 96, 96, 32]",0.1135,-2.2987072467803955,0.011539936065673828
random_structured_finetune_0.95,40,42,28,4,32,NonCallBack,201.16864562034607,1930,"[1568, 64, 64, 64, 32]",0.1135,-1.4276533126831055,0.019176959991455078
random_structured_nonfinetune_0.3,40,42,28,4,32,NonCallBack,1.9770383834838867,19722,"[17248, 704, 704, 704, 224]",0.4779,-10.644766807556152,1.3657021522521973
random_structured_nonfinetune_0.5,40,42,28,4,32,NonCallBack,1.9989793300628662,14378,"[12544, 512, 512, 512, 160]",0.2092,-14.519782066345215,1.5482959747314453
random_structured_nonfinetune_0.8,40,42,28,4,32,NonCallBack,2.111186981201172,6362,"[5488, 224, 224, 224, 64]",0.0899,11.836294174194336,
random_structured_nonfinetune_0.9,40,42,28,4,32,NonCallBack,1.9901401996612549,2810,"[2352, 96, 96, 96, 32]",0.0892,7.504715442657471,
random_structured_nonfinetune_0.95,40,42,28,4,32,NonCallBack,2.0155129432678223,1930,"[1568, 64, 64, 64, 32]",0.0892,8.807126998901367,
dense,40,42,28,4,64,NonCallBack,0,63369,"[50175, 4096, 4096, 4096, 640]",0.9623,-7.389527320861816,169.98015999794006
unstructured_finetune_0.3,40,42,28,4,64,NonCallBack,209.00749707221985,44438,"[35123, 2867, 2867, 2867, 448]",0.9777,-0.17425847053527832,159.371258020401
unstructured_finetune_0.5,40,42,28,4,64,NonCallBack,208.19271039962769,31817,"[25088, 2048, 2048, 2048, 319]",0.9777,-4.886844635009766,7.8272340297698975
unstructured_finetune_0.8,40,42,28,4,64,NonCallBack,202.0288529396057,12889,"[10035, 820, 820, 820, 128]",0.9728,-6.236363887786865,73.35185813903809
unstructured_finetune_0.9,40,42,28,4,64,NonCallBack,201.54675841331482,6574,"[5017, 409, 409, 409, 64]",0.9624,-11.380797386169434,45.06745100021362
unstructured_finetune_0.95,40,42,28,4,64,NonCallBack,206.6739945411682,3422,"[2509, 205, 205, 205, 32]",0.9458,-8.09455394744873,0.7665748596191406
unstructured_nonfinetune_0.3,40,42,28,4,64,NonCallBack,1.9030334949493408,44438,"[35123, 2867, 2867, 2867, 448]",0.9617,-0.9404042959213257,258.54397797584534
unstructured_nonfinetune_0.5,40,42,28,4,64,NonCallBack,1.9088420867919922,31817,"[25088, 2048, 2048, 2048, 319]",0.9531,4.019621849060059,
unstructured_nonfinetune_0.8,40,42,28,4,64,NonCallBack,1.856846570968628,12889,"[10035, 820, 820, 820, 128]",0.7702,5.668848037719727,
unstructured_nonfinetune_0.9,40,42,28,4,64,NonCallBack,1.823925256729126,6574,"[5017, 409, 409, 409, 64]",0.3315,-5.66847562789917,226.29175901412964
unstructured_nonfinetune_0.95,40,42,28,4,64,NonCallBack,1.846851110458374,3422,"[2509, 205, 205, 205, 32]",0.09,-3.297673225402832,35.77863693237305
structured_finetune_0.3,40,42,28,4,64,NonCallBack,202.30635118484497,44634,"[35280, 2880, 2880, 2880, 448]",0.7749,1.2123973369598389,
structured_finetune_0.5,40,42,28,4,64,NonCallBack,208.58681797981262,31818,"[25088, 2048, 2048, 2048, 320]",0.5932,2.0700387954711914,
structured_finetune_0.8,40,42,28,4,64,NonCallBack,202.32668542861938,12106,"[9408, 768, 768, 768, 128]",0.3067,-1.1648616790771484,0.06105494499206543
structured_finetune_0.9,40,42,28,4,64,NonCallBack,201.70923233032227,6186,"[4704, 384, 384, 384, 64]",0.2114,-2.603280544281006,0.035307884216308594
structured_finetune_0.95,40,42,28,4,64,NonCallBack,206.39529538154602,3258,"[2352, 192, 192, 192, 64]",0.2097,0.40945684909820557,0.038271188735961914
structured_nonfinetune_0.3,40,42,28,4,64,NonCallBack,1.9413731098175049,44634,"[35280, 2880, 2880, 2880, 448]",0.6336,-0.18620645999908447,140.63217115402222
structured_nonfinetune_0.5,40,42,28,4,64,NonCallBack,1.912735939025879,31818,"[25088, 2048, 2048, 2048, 320]",0.4464,12.893592834472656,
structured_nonfinetune_0.8,40,42,28,4,64,NonCallBack,1.8622910976409912,12106,"[9408, 768, 768, 768, 128]",0.0892,10.408180236816406,
structured_nonfinetune_0.9,40,42,28,4,64,NonCallBack,1.7971529960632324,6186,"[4704, 384, 384, 384, 64]",0.0892,12.96478271484375,
structured_nonfinetune_0.95,40,42,28,4,64,NonCallBack,1.8712072372436523,3258,"[2352, 192, 192, 192, 64]",0.0892,10.782179832458496,
random_unstructured_finetune_0.3,40,42,28,4,64,NonCallBack,202.29825830459595,44437,"[35122, 2867, 2867, 2867, 448]",0.9707,-0.6354613304138184,164.30149912834167
random_unstructured_finetune_0.5,40,42,28,4,64,NonCallBack,201.62763261795044,31817,"[25088, 2048, 2048, 2048, 319]",0.9607,-8.066287994384766,107.74438500404358
random_unstructured_finetune_0.8,40,42,28,4,64,NonCallBack,204.1550269126892,12889,"[10035, 820, 820, 820, 128]",0.392,-3.707303047180176,4.3711020946502686
random_unstructured_finetune_0.9,40,42,28,4,64,NonCallBack,203.84454345703125,6574,"[5017, 409, 409, 409, 64]",0.1135,-7.995912551879883,1.3005130290985107
random_unstructured_finetune_0.95,40,42,28,4,64,NonCallBack,201.54127979278564,3422,"[2509, 205, 205, 205, 32]",0.1135,1.4019355773925781,
random_unstructured_nonfinetune_0.3,40,42,28,4,64,NonCallBack,1.9723334312438965,44437,"[35122, 2867, 2867, 2867, 448]",0.7752,-3.1108317375183105,175.54475378990173
random_unstructured_nonfinetune_0.5,40,42,28,4,64,NonCallBack,2.0461785793304443,31817,"[25088, 2048, 2048, 2048, 319]",0.2854,-1.0855908393859863,99.06161403656006
random_unstructured_nonfinetune_0.8,40,42,28,4,64,NonCallBack,2.067338466644287,12889,"[10035, 820, 820, 820, 128]",0.0892,7.4944281578063965,
random_unstructured_nonfinetune_0.9,40,42,28,4,64,NonCallBack,2.007549285888672,6574,"[5017, 409, 409, 409, 64]",0.0892,6.565364837646484,
random_unstructured_nonfinetune_0.95,40,42,28,4,64,NonCallBack,2.0024867057800293,3422,"[2509, 205, 205, 205, 32]",0.0892,14.763957977294922,
random_structured_finetune_0.3,40,42,28,4,64,NonCallBack,204.10361647605896,44633,"[35279, 2880, 2880, 2880, 448]",0.7884,0.5459318161010742,0.4518771171569824
random_structured_finetune_0.5,40,42,28,4,64,NonCallBack,211.4620041847229,31818,"[25088, 2048, 2048, 2048, 320]",0.5958,-2.1749987602233887,0.09730100631713867
random_structured_finetune_0.8,40,42,28,4,64,NonCallBack,210.56113243103027,12105,"[9407, 768, 768, 768, 128]",0.2121,0.1586223840713501,0.07012295722961426
random_structured_finetune_0.9,40,42,28,4,64,NonCallBack,204.49272513389587,6186,"[4704, 384, 384, 384, 64]",0.1135,2.6223912239074707,
random_structured_finetune_0.95,40,42,28,4,64,NonCallBack,208.2224681377411,3258,"[2352, 192, 192, 192, 64]",0.1135,-1.0442919731140137,0.019361019134521484
random_structured_nonfinetune_0.3,40,42,28,4,64,NonCallBack,2.012584686279297,44633,"[35279, 2880, 2880, 2880, 448]",0.5056,-4.954966068267822,2.8567700386047363
random_structured_nonfinetune_0.5,40,42,28,4,64,NonCallBack,2.0558831691741943,31818,"[25088, 2048, 2048, 2048, 320]",0.3521,-13.17576789855957,4.177088022232056
random_structured_nonfinetune_0.8,40,42,28,4,64,NonCallBack,2.041048526763916,12106,"[9408, 768, 768, 768, 128]",0.0892,6.437058448791504,
random_structured_nonfinetune_0.9,40,42,28,4,64,NonCallBack,1.9843814373016357,6186,"[4704, 384, 384, 384, 64]",0.0892,12.179570198059082,
random_structured_nonfinetune_0.95,40,42,28,4,64,NonCallBack,1.9944329261779785,3258,"[2352, 192, 192, 192, 64]",0.0892,8.148159980773926,
dense,40,42,18,2,32,NonCallBack,0,11786,"[10368, 1024, 320]",0.9558,-20.758358001708984,0.6139020919799805
unstructured_finetune_0.3,40,42,18,2,32,NonCallBack,183.24361038208008,8270,"[7257, 716, 223]",0.9608,-20.022260665893555,0.5381529331207275
unstructured_finetune_0.5,40,42,18,2,32,NonCallBack,182.74987602233887,5931,"[5184, 512, 161]",0.9602,-20.002458572387695,0.43866705894470215
unstructured_finetune_0.8,40,42,18,2,32,NonCallBack,183.89294862747192,2417,"[2074, 205, 64]",0.9504,-15.877172470092773,0.22598910331726074
unstructured_finetune_0.9,40,42,18,2,32,NonCallBack,182.42960953712463,1245,"[1037, 102, 32]",0.9177,-10.777040481567383,0.06555509567260742
unstructured_finetune_0.95,40,42,18,2,32,NonCallBack,179.76359677314758,660,"[519, 51, 16]",0.8863,-15.102544784545898,0.03418421745300293
unstructured_nonfinetune_0.3,40,42,18,2,32,NonCallBack,1.8436198234558105,8270,"[7257, 716, 223]",0.9502,-20.491199493408203,0.569857120513916
unstructured_nonfinetune_0.5,40,42,18,2,32,NonCallBack,1.8826823234558105,5931,"[5184, 512, 161]",0.8944,-20.024259567260742,0.44088006019592285
unstructured_nonfinetune_0.8,40,42,18,2,32,NonCallBack,1.8580546379089355,2417,"[2074, 205, 64]",0.7099,-17.598222732543945,0.1072080135345459
unstructured_nonfinetune_0.9,40,42,18,2,32,NonCallBack,1.8661651611328125,1245,"[1037, 102, 32]",0.3367,-6.8830461502075195,0.06041288375854492
unstructured_nonfinetune_0.95,40,42,18,2,32,NonCallBack,1.852548360824585,660,"[519, 51, 16]",0.1762,-10.644936561584473,0.028096914291381836
structured_finetune_0.3,40,42,18,2,32,NonCallBack,182.3770306110382,8130,"[7128, 704, 224]",0.7583,-20.089113235473633,0.3711390495300293
structured_finetune_0.5,40,42,18,2,32,NonCallBack,182.49360466003418,5930,"[5184, 512, 160]",0.5672,-17.915761947631836,0.26758503913879395
structured_finetune_0.8,40,42,18,2,32,NonCallBack,180.50414514541626,2630,"[2268, 224, 64]",0.2948,-5.74324369430542,0.04371786117553711
structured_finetune_0.9,40,42,18,2,32,NonCallBack,181.55256295204163,1174,"[972, 96, 32]",0.1891,5.181030750274658,
structured_finetune_0.95,40,42,18,2,32,NonCallBack,180.0247504711151,818,"[648, 64, 32]",0.2043,2.3049721717834473,
structured_nonfinetune_0.3,40,42,18,2,32,NonCallBack,1.8777432441711426,8130,"[7128, 704, 224]",0.4931,-13.328350067138672,0.4710419178009033
structured_nonfinetune_0.5,40,42,18,2,32,NonCallBack,1.8954386711120605,5930,"[5184, 512, 160]",0.2059,-16.807178497314453,0.013562917709350586
structured_nonfinetune_0.8,40,42,18,2,32,NonCallBack,1.849332571029663,2630,"[2268, 224, 64]",0.0949,-0.6491456031799316,0.08197188377380371
structured_nonfinetune_0.9,40,42,18,2,32,NonCallBack,1.9359416961669922,1174,"[972, 96, 32]",0.0893,0.04864811897277832,0.023935794830322266
structured_nonfinetune_0.95,40,42,18,2,32,NonCallBack,2.004474401473999,818,"[648, 64, 32]",0.0892,0.04864811897277832,0.019301891326904297
random_unstructured_finetune_0.3,40,42,18,2,32,NonCallBack,184.02315998077393,8270,"[7257, 716, 223]",0.949,-13.053110122680664,0.28537583351135254
random_unstructured_finetune_0.5,40,42,18,2,32,NonCallBack,184.43133997917175,5931,"[5184, 512, 161]",0.9275,-11.904129028320312,0.2546079158782959
random_unstructured_finetune_0.8,40,42,18,2,32,NonCallBack,184.50706815719604,2417,"[2074, 205, 64]",0.8213,-2.3161697387695312,0.06902098655700684
random_unstructured_finetune_0.9,40,42,18,2,32,NonCallBack,184.18503522872925,1245,"[1037, 102, 32]",0.4175,-1.1065974235534668,0.03802299499511719
random_unstructured_finetune_0.95,40,42,18,2,32,NonCallBack,185.05297112464905,660,"[519, 51, 16]",0.235,2.1912031173706055,
random_unstructured_nonfinetune_0.3,40,42,18,2,32,NonCallBack,2.0552289485931396,8270,"[7257, 716, 223]",0.5427,-15.14764404296875,0.6851499080657959
random_unstructured_nonfinetune_0.5,40,42,18,2,32,NonCallBack,2.046623945236206,5931,"[5184, 512, 161]",0.5021,-23.95848846435547,0.278378963470459
random_unstructured_nonfinetune_0.8,40,42,18,2,32,NonCallBack,2.0074522495269775,2417,"[2074, 205, 64]",0.1212,-3.4305782318115234,0.10368514060974121
random_unstructured_nonfinetune_0.9,40,42,18,2,32,NonCallBack,2.051769495010376,1245,"[1037, 102, 32]",0.0864,3.762626886367798,
random_unstructured_nonfinetune_0.95,40,42,18,2,32,NonCallBack,2.0046958923339844,660,"[519, 51, 16]",0.0892,10.1015625,
random_structured_finetune_0.3,40,42,18,2,32,NonCallBack,195.88174390792847,8130,"[7128, 704, 224]",0.7599,-0.431146502494812,0.023403167724609375
random_structured_finetune_0.5,40,42,18,2,32,NonCallBack,198.61827158927917,5930,"[5184, 512, 160]",0.5897,-0.7883143424987793,0.019141197204589844
random_structured_finetune_0.8,40,42,18,2,32,NonCallBack,197.69634819030762,2630,"[2268, 224, 64]",0.2981,-1.4262824058532715,0.010557889938354492
random_structured_finetune_0.9,40,42,18,2,32,NonCallBack,194.26251673698425,1174,"[972, 96, 32]",0.2114,-7.664355278015137,0.008677005767822266
random_structured_finetune_0.95,40,42,18,2,32,NonCallBack,185.14086985588074,818,"[648, 64, 32]",0.1982,3.7309062480926514,
random_structured_nonfinetune_0.3,40,42,18,2,32,NonCallBack,2.0206336975097656,8130,"[7128, 704, 224]",0.4732,-17.315067291259766,0.45281004905700684
random_structured_nonfinetune_0.5,40,42,18,2,32,NonCallBack,1.997725009918213,5930,"[5184, 512, 160]",0.3284,-22.43959617614746,0.07230806350708008
random_structured_nonfinetune_0.8,40,42,18,2,32,NonCallBack,1.9891107082366943,2630,"[2268, 224, 64]",0.0999,2.985989809036255,
random_structured_nonfinetune_0.9,40,42,18,2,32,NonCallBack,2.006525754928589,1174,"[972, 96, 32]",0.0892,3.7630865573883057,
random_structured_nonfinetune_0.95,40,42,18,2,32,NonCallBack,2.0207626819610596,818,"[648, 64, 32]",0.0892,4.680494785308838,
dense,40,42,18,2,64,NonCallBack,0,25610,"[20736, 4096, 640]",0.9575,-19.389907836914062,5.51052713394165
unstructured_finetune_0.3,40,42,18,2,64,NonCallBack,186.12455105781555,17968,"[14515, 2867, 448]",0.9724,-18.536113739013672,3.469508171081543
unstructured_finetune_0.5,40,42,18,2,64,NonCallBack,179.6925699710846,12873,"[10368, 2048, 319]",0.9708,-18.579334259033203,2.3174359798431396
unstructured_finetune_0.8,40,42,18,2,64,NonCallBack,180.73489141464233,5233,"[4147, 820, 128]",0.9627,-17.941997528076172,0.767664909362793
unstructured_finetune_0.9,40,42,18,2,64,NonCallBack,182.05322527885437,2685,"[2074, 409, 64]",0.9483,-16.193696975708008,0.31866002082824707
unstructured_finetune_0.95,40,42,18,2,64,NonCallBack,184.6452717781067,1411,"[1036, 205, 32]",0.9241,-13.152450561523438,0.06973099708557129
unstructured_nonfinetune_0.3,40,42,18,2,64,NonCallBack,1.7879135608673096,17968,"[14515, 2867, 448]",0.9547,-18.926090240478516,3.4388439655303955
unstructured_nonfinetune_0.5,40,42,18,2,64,NonCallBack,1.9244840145111084,12873,"[10368, 2048, 319]",0.924,-18.848115921020508,2.0199968814849854
unstructured_nonfinetune_0.8,40,42,18,2,64,NonCallBack,1.8577642440795898,5233,"[4147, 820, 128]",0.7928,-16.097949981689453,0.8977501392364502
unstructured_nonfinetune_0.9,40,42,18,2,64,NonCallBack,1.9449725151062012,2685,"[2074, 409, 64]",0.3194,-14.351447105407715,0.108489990234375
unstructured_nonfinetune_0.95,40,42,18,2,64,NonCallBack,1.7786908149719238,1411,"[1036, 205, 32]",0.155,-1.7352972030639648,0.07673311233520508
structured_finetune_0.3,40,42,18,2,64,NonCallBack,180.54760789871216,18046,"[14580, 2880, 448]",0.7725,-17.826404571533203,2.241594076156616
structured_finetune_0.5,40,42,18,2,64,NonCallBack,180.99015140533447,12874,"[10368, 2048, 320]",0.5757,-17.323564529418945,1.0915710926055908
structured_finetune_0.8,40,42,18,2,64,NonCallBack,180.77474546432495,4922,"[3888, 768, 128]",0.2948,-4.71031379699707,0.13760900497436523
structured_finetune_0.9,40,42,18,2,64,NonCallBack,180.91287899017334,2530,"[1944, 384, 64]",0.2079,1.4859740734100342,
structured_finetune_0.95,40,42,18,2,64,NonCallBack,181.49461936950684,1366,"[972, 192, 64]",0.2079,1.6093885898590088,
structured_nonfinetune_0.3,40,42,18,2,64,NonCallBack,1.8258800506591797,18046,"[14580, 2880, 448]",0.5581,-15.793119430541992,1.6073939800262451
structured_nonfinetune_0.5,40,42,18,2,64,NonCallBack,1.89815354347229,12874,"[10368, 2048, 320]",0.4273,-16.044588088989258,0.02564096450805664
structured_nonfinetune_0.8,40,42,18,2,64,NonCallBack,1.8822743892669678,4922,"[3888, 768, 128]",0.1532,-9.717260360717773,0.3459479808807373
structured_nonfinetune_0.9,40,42,18,2,64,NonCallBack,1.8474884033203125,2530,"[1944, 384, 64]",0.1189,5.220497131347656,
structured_nonfinetune_0.95,40,42,18,2,64,NonCallBack,1.8077480792999268,1366,"[972, 192, 64]",0.0894,7.098764419555664,
random_unstructured_finetune_0.3,40,42,18,2,64,NonCallBack,182.7134988307953,17968,"[14515, 2867, 448]",0.9596,-14.991283416748047,1.1434309482574463
random_unstructured_finetune_0.5,40,42,18,2,64,NonCallBack,186.17247557640076,12873,"[10368, 2048, 319]",0.9424,-14.7456636428833,0.8612079620361328
random_unstructured_finetune_0.8,40,42,18,2,64,NonCallBack,185.2054741382599,5233,"[4147, 820, 128]",0.8662,-4.459507942199707,0.20298314094543457
random_unstructured_finetune_0.9,40,42,18,2,64,NonCallBack,185.32243990898132,2685,"[2074, 409, 64]",0.5781,-6.173744201660156,0.09732317924499512
random_unstructured_finetune_0.95,40,42,18,2,64,NonCallBack,184.59426951408386,1411,"[1036, 205, 32]",0.2736,4.837253093719482,
random_unstructured_nonfinetune_0.3,40,42,18,2,64,NonCallBack,2.0318784713745117,17968,"[14515, 2867, 448]",0.8051,-18.12529754638672,1.3099188804626465
random_unstructured_nonfinetune_0.5,40,42,18,2,64,NonCallBack,2.0086357593536377,12873,"[10368, 2048, 319]",0.8073,-10.752211570739746,0.8788318634033203
random_unstructured_nonfinetune_0.8,40,42,18,2,64,NonCallBack,1.9985640048980713,5233,"[4147, 820, 128]",0.1374,2.008838653564453,
random_unstructured_nonfinetune_0.9,40,42,18,2,64,NonCallBack,2.0234487056732178,2685,"[2074, 409, 64]",0.1275,-8.921113967895508,0.13369417190551758
random_unstructured_nonfinetune_0.95,40,42,18,2,64,NonCallBack,1.9812109470367432,1411,"[1036, 205, 32]",0.0892,5.918826580047607,
random_structured_finetune_0.3,40,42,18,2,64,NonCallBack,183.0515341758728,18046,"[14580, 2880, 448]",0.7605,-16.759117126464844,0.18740320205688477
random_structured_finetune_0.5,40,42,18,2,64,NonCallBack,184.5364191532135,12874,"[10368, 2048, 320]",0.5676,-14.174875259399414,0.49316906929016113
random_structured_finetune_0.8,40,42,18,2,64,NonCallBack,187.12030601501465,4922,"[3888, 768, 128]",0.3046,1.1473921537399292,
random_structured_finetune_0.9,40,42,18,2,64,NonCallBack,182.89494633674622,2530,"[1944, 384, 64]",0.2057,-1.1265833377838135,0.007704973220825195
random_structured_finetune_0.95,40,42,18,2,64,NonCallBack,187.2440390586853,1366,"[972, 192, 64]",0.2087,-5.879268646240234,0.008236169815063477
random_structured_nonfinetune_0.3,40,42,18,2,64,NonCallBack,2.1887881755828857,18046,"[14580, 2880, 448]",0.7062,-14.326148986816406,1.182387113571167
random_structured_nonfinetune_0.5,40,42,18,2,64,NonCallBack,2.0638885498046875,12874,"[10368, 2048, 320]",0.2837,3.448453903198242,
random_structured_nonfinetune_0.8,40,42,18,2,64,NonCallBack,2.038278341293335,4922,"[3888, 768, 128]",0.0985,-13.370314598083496,0.010656118392944336
random_structured_nonfinetune_0.9,40,42,18,2,64,NonCallBack,1.999816656112671,2530,"[1944, 384, 64]",0.0892,5.80935001373291,
random_structured_nonfinetune_0.95,40,42,18,2,64,NonCallBack,2.0085554122924805,1366,"[972, 192, 64]",0.0892,5.889630317687988,
dense,40,42,18,4,32,NonCallBack,0,13898,"[10368, 1024, 1024, 1024, 320]",0.9567,-26.10575294494629,67.30148792266846
unstructured_finetune_0.3,40,42,18,4,32,NonCallBack,204.8285801410675,9766,"[7257, 716, 716, 716, 223]",0.9633,-25.610157012939453,67.25602006912231
unstructured_finetune_0.5,40,42,18,4,32,NonCallBack,207.88193607330322,7019,"[5184, 512, 512, 512, 161]",0.9616,-25.284011840820312,39.34895300865173
unstructured_finetune_0.8,40,42,18,4,32,NonCallBack,206.61400318145752,2891,"[2074, 205, 205, 205, 64]",0.9522,-22.486141204833984,1.2277910709381104
unstructured_finetune_0.9,40,42,18,4,32,NonCallBack,199.57599186897278,1513,"[1037, 102, 102, 102, 32]",0.9334,-21.571636199951172,0.5398240089416504
unstructured_finetune_0.95,40,42,18,4,32,NonCallBack,206.85506057739258,826,"[519, 51, 51, 51, 16]",0.8375,-6.588997840881348,0.08281993865966797
unstructured_nonfinetune_0.3,40,42,18,4,32,NonCallBack,1.8861641883850098,9766,"[7257, 716, 716, 716, 223]",0.955,-25.918636322021484,51.794508934020996
unstructured_nonfinetune_0.5,40,42,18,4,32,NonCallBack,1.9140119552612305,7019,"[5184, 512, 512, 512, 161]",0.9299,-25.124652862548828,29.466894149780273
unstructured_nonfinetune_0.8,40,42,18,4,32,NonCallBack,1.8633666038513184,2891,"[2074, 205, 205, 205, 64]",0.4067,-20.641891479492188,1.0115652084350586
unstructured_nonfinetune_0.9,40,42,18,4,32,NonCallBack,1.8387706279754639,1513,"[1037, 102, 102, 102, 32]",0.1787,-10.071647644042969,0.2308189868927002
unstructured_nonfinetune_0.95,40,42,18,4,32,NonCallBack,2.074167013168335,826,"[519, 51, 51, 51, 16]",0.1029,-16.854480743408203,0.04432320594787598
structured_finetune_0.3,40,42,18,4,32,NonCallBack,201.94886994361877,9602,"[7128, 704, 704, 704, 224]",0.7712,-26.78205680847168,68.63372707366943
structured_finetune_0.5,40,42,18,4,32,NonCallBack,208.036062002182,7018,"[5184, 512, 512, 512, 160]",0.5856,4.105111122131348,
structured_finetune_0.8,40,42,18,4,32,NonCallBack,207.58132076263428,3142,"[2268, 224, 224, 224, 64]",0.3035,-5.439573287963867,0.010555028915405273
structured_finetune_0.9,40,42,18,4,32,NonCallBack,200.26706075668335,1430,"[972, 96, 96, 96, 32]",0.2084,-1.5686721801757812,0.007089138031005859
structured_finetune_0.95,40,42,18,4,32,NonCallBack,208.79257345199585,1010,"[648, 64, 64, 64, 32]",0.2004,-1.0621650218963623,0.006746053695678711
structured_nonfinetune_0.3,40,42,18,4,32,NonCallBack,1.8979694843292236,9602,"[7128, 704, 704, 704, 224]",0.6045,-26.605209350585938,29.638083934783936
structured_nonfinetune_0.5,40,42,18,4,32,NonCallBack,1.9013481140136719,7018,"[5184, 512, 512, 512, 160]",0.3702,-15.281986236572266,22.471295833587646
structured_nonfinetune_0.8,40,42,18,4,32,NonCallBack,1.8425328731536865,3142,"[2268, 224, 224, 224, 64]",0.0982,-22.810733795166016,6.170057058334351
structured_nonfinetune_0.9,40,42,18,4,32,NonCallBack,1.9527628421783447,1430,"[972, 96, 96, 96, 32]",0.0982,6.167453765869141,
structured_nonfinetune_0.95,40,42,18,4,32,NonCallBack,1.9387524127960205,1010,"[648, 64, 64, 64, 32]",0.0982,7.288006782531738,
random_unstructured_finetune_0.3,40,42,18,4,32,NonCallBack,202.51216101646423,9766,"[7257, 716, 716, 716, 223]",0.953,-22.972400665283203,28.445019006729126
random_unstructured_finetune_0.5,40,42,18,4,32,NonCallBack,201.82759547233582,7019,"[5184, 512, 512, 512, 161]",0.9284,-20.015836715698242,24.562175989151
random_unstructured_finetune_0.8,40,42,18,4,32,NonCallBack,203.51437497138977,2891,"[2074, 205, 205, 205, 64]",0.328,-8.318414688110352,0.3826420307159424
random_unstructured_finetune_0.9,40,42,18,4,32,NonCallBack,200.198668718338,1513,"[1037, 102, 102, 102, 32]",0.1135,-5.243520736694336,0.0745398998260498
random_unstructured_finetune_0.95,40,42,18,4,32,NonCallBack,200.22042751312256,826,"[519, 51, 51, 51, 16]",0.1135,0.67824387550354,0.014812946319580078
random_unstructured_nonfinetune_0.3,40,42,18,4,32,NonCallBack,2.02486515045166,9766,"[7257, 716, 716, 716, 223]",0.5939,-22.06988525390625,2.961886167526245
random_unstructured_nonfinetune_0.5,40,42,18,4,32,NonCallBack,2.1056315898895264,7019,"[5184, 512, 512, 512, 161]",0.2638,-11.799959182739258,83.38508605957031
random_unstructured_nonfinetune_0.8,40,42,18,4,32,NonCallBack,2.007981300354004,2891,"[2074, 205, 205, 205, 64]",0.0982,1.4560303688049316,
random_unstructured_nonfinetune_0.9,40,42,18,4,32,NonCallBack,2.0435099601745605,1513,"[1037, 102, 102, 102, 32]",0.0982,-8.208005905151367,0.09940695762634277
random_unstructured_nonfinetune_0.95,40,42,18,4,32,NonCallBack,2.051281452178955,826,"[519, 51, 51, 51, 16]",0.0982,-2.21437406539917,0.018903017044067383
random_structured_finetune_0.3,40,42,18,4,32,NonCallBack,202.34612226486206,9602,"[7128, 704, 704, 704, 224]",0.7609,-22.4566650390625,0.8415591716766357
random_structured_finetune_0.5,40,42,18,4,32,NonCallBack,211.9462070465088,7018,"[5184, 512, 512, 512, 160]",0.5816,-0.7175525426864624,0.0212099552154541
random_structured_finetune_0.8,40,42,18,4,32,NonCallBack,210.78498554229736,3142,"[2268, 224, 224, 224, 64]",0.2815,5.507436752319336,
random_structured_finetune_0.9,40,42,18,4,32,NonCallBack,210.6814308166504,1430,"[972, 96, 96, 96, 32]",0.1135,2.8573765754699707,
random_structured_finetune_0.95,40,42,18,4,32,NonCallBack,212.58742380142212,1010,"[648, 64, 64, 64, 32]",0.1135,-1.8807811737060547,0.006829023361206055
random_structured_nonfinetune_0.3,40,42,18,4,32,NonCallBack,1.9594354629516602,9602,"[7128, 704, 704, 704, 224]",0.3973,-25.141427993774414,1.7001988887786865
random_structured_nonfinetune_0.5,40,42,18,4,32,NonCallBack,2.0910115242004395,7018,"[5184, 512, 512, 512, 160]",0.2366,-11.020627975463867,21.364171028137207
random_structured_nonfinetune_0.8,40,42,18,4,32,NonCallBack,2.0585153102874756,3142,"[2268, 224, 224, 224, 64]",0.0982,-29.678054809570312,0.011114120483398438
random_structured_nonfinetune_0.9,40,42,18,4,32,NonCallBack,1.9870376586914062,1430,"[972, 96, 96, 96, 32]",0.0982,4.230004787445068,
random_structured_nonfinetune_0.95,40,42,18,4,32,NonCallBack,2.045274496078491,1010,"[648, 64, 64, 64, 32]",0.0982,-17.4543399810791,0.023030996322631836
dense,40,42,18,4,64,NonCallBack,0,33930,"[20736, 4096, 4096, 4096, 640]",0.9675,-0.7686855792999268,11.888687133789062
unstructured_finetune_0.3,40,42,18,4,64,NonCallBack,207.23772859573364,23830,"[14515, 2867, 2867, 2867, 448]",0.9772,-3.243490219116211,10.234544038772583
unstructured_finetune_0.5,40,42,18,4,64,NonCallBack,202.03982067108154,17097,"[10368, 2048, 2048, 2048, 319]",0.9767,-6.7232985496521,7.290304899215698
unstructured_finetune_0.8,40,42,18,4,64,NonCallBack,206.91176390647888,7001,"[4147, 820, 820, 820, 128]",0.9691,-11.624423027038574,4.208016872406006
unstructured_finetune_0.9,40,42,18,4,64,NonCallBack,206.95988392829895,3631,"[2074, 409, 409, 409, 64]",0.9584,-14.276874542236328,1.7637758255004883
unstructured_finetune_0.95,40,42,18,4,64,NonCallBack,208.12252736091614,1949,"[1036, 205, 205, 205, 32]",0.9359,-13.857062339782715,0.5107109546661377
