method,model_size,parameters,seed,prune_amount,max_,original_max,original_max_time_elapsed,solve_time,sol_count,time_limit,first_solution
no_warm_start_remove_region,"[100000, 10000, 10000, 1]",55020501,50,0.95,-inf,-0.0057842270471155,230.73856163024905,304.7056977748871,122,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 1]",1100029927,51,0.0,-inf,-inf,,1126.5013346672058,0,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 1]",770027001,51,0.3,-inf,0.0527174137532711,1013.027182340622,1017.977840423584,1,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 1]",550025001,51,0.5,-inf,0.0527174137532711,925.5398013591766,929.695280790329,1,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 1]",220022001,51,0.8,-inf,0.0527174137532711,801.8032143115997,803.8874385356903,1,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 1]",110021001,51,0.9,-inf,0.0527174137532711,729.7245082855225,730.7514584064484,1,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 1]",55020501,51,0.95,-inf,-0.0001481103245168,228.43197584152225,282.2345714569092,55,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",10020401,50,0.0,-inf,0.0799029618501663,4.815007925033569,659.5245864391327,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",7014371,50,0.3,-inf,0.0799029618501663,3.24716854095459,603.5484850406647,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",5010351,50,0.5,-inf,0.0799029618501663,3.320040464401245,603.7142291069031,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",2004321,50,0.8,-inf,0.0799029618501663,1.4388785362243652,601.6775150299072,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",1002311,50,0.9,-inf,0.0799029618501663,1.1803693771362305,602.3906874656677,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",501306,50,0.95,-inf,0.0799029618501663,1.0143916606903076,601.0712280273438,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",10020400,51,0.0,-inf,0.0443155691027641,5.558218240737915,605.5684642791748,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",7014371,51,0.3,-inf,0.0443155691027641,3.578674793243408,603.6012024879456,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",5010351,51,0.5,-inf,0.0443155691027641,2.8531570434570312,602.89697098732,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",2004321,51,0.8,-inf,0.0443155691027641,1.5286943912506104,601.7105040550232,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",1002311,51,0.9,-inf,0.0443155691027641,1.5457932949066162,601.8353674411774,1,600,
no_warm_start_remove_region,"[100000, 100, 100, 100, 1]",501306,51,0.95,-inf,0.0443155765533447,1.3979926109313965,601.4695842266083,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",102003997,50,0.0,-inf,0.0436333008110523,45.37818026542664,646.6699104309082,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",71403701,50,0.3,-inf,0.0436333045363426,33.90507245063782,635.1855878829956,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",51003501,50,0.5,-inf,0.043633297085762,24.797829389572144,624.6753346920013,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",20403201,50,0.8,-inf,0.0436333045363426,14.414974689483644,614.4108080863953,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",10203101,50,0.9,-inf,0.0436333045363426,10.596009254455566,610.6020166873932,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",5103051,50,0.95,-inf,0.043633297085762,10.934812545776367,610.9598467350006,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",102003996,51,0.0,-inf,-0.0175926499068737,42.73877048492432,647.1267399787903,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",71403701,51,0.3,-inf,-0.0175926424562931,37.0337598323822,640.8382709026337,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",51003501,51,0.5,-inf,-0.0175926424562931,24.70726490020752,624.5657393932343,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",20403201,51,0.8,-inf,-0.0175926499068737,15.832441329956056,615.8371458053589,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",10203101,51,0.9,-inf,-0.0175926424562931,9.818886995315552,609.8471477031708,1,600,
no_warm_start_remove_region,"[100000, 1000, 1000, 1000, 1]",5103051,51,0.95,-inf,-0.0175926424562931,8.346537351608276,608.3735494613647,1,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",1200039939,50,0.0,-inf,0.0073845726437866,1522.3687303066254,1528.705335855484,1,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",840037001,50,0.3,-inf,0.0073845726437866,1201.7722702026367,1207.1502022743225,1,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",600035001,50,0.5,-inf,-inf,,1204.8200299739838,0,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",240032001,50,0.8,-inf,0.0073845623992383,916.3835573196412,918.7456607818604,1,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",120031001,50,0.9,-0.0044848269881792,-0.0035245702601969,926.1684098243712,994.2181568145752,18,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",1200039923,51,0.0,-inf,-0.009524873457849,1534.5991702079773,1540.969951629639,1,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",840037001,51,0.3,-inf,-0.0095248688012361,1138.1736764907837,1144.4542706012726,1,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",600035001,51,0.5,-inf,-inf,,1101.2063755989077,0,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",240032001,51,0.8,-inf,-inf,,929.617441892624,0,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",120031001,51,0.9,-inf,-0.0006458858842961,940.0713698863984,1006.9934279918672,35,600,
no_warm_start_remove_region,"[100000, 10000, 10000, 10000, 1]",60030501,51,0.95,-inf,-inf,,1001.7837698459624,0,600,
